sentence	negated
Moreover, the states claimed that the president unilaterally rewrote the law through his actions.	Moreover, the states claimed that the president unilaterally upheld the law through his actions.
Moreover, there is no independent financial supervision of the public-service broadcasters.	Moreover, there is a large operation of independent financial supervision of the public-service broadcasters.
In 2011 the ADC Theatre took over the management of the Corpus Playroom.	In 2011 the ADC Theatre refused to undertake the management of the Corpus Playroom.
Members of the Benoni Commando sided with the 1922 Miners Strike Rand Rebellion.	Members of the Benoni Commando went against the 1922 Miners Strike Rand Rebellion.
It has also openly expressed support for Finland's membership of NATO.	It has also openly expressed opposition to Finland's membership of NATO.
The location is sometimes described as being on River Road south of Bound Brook.	The location is sometimes described as being off of River Road north of Bound Brook.
Growing up, Ellison was an active participant in FFA.	Growing up, Ellison was an uninvolved participant in FFA.
During the year of 2008 the core functionality of easyrec was developed.	During the year of 2008 the core functionality of easyrec was lost.
Naval Lieutenant John Missroon reported the flag's existence as of June 17, 1846.	Naval Lieutenant John Missroon faked the flag's nonexistence as of June 17, 1846.
He served in the Legislative Assembly of Assiniboia.	He was unable to serve in the Legislative Assembly of Assiniboia.
In Hong Kong, the equivalent expression is the man on the Shaukiwan Tram.	In Hong Kong, the equivalent expression is the woman on the Shaukiwan Tram.
Red peppers have twice the vitamin C content of green peppers.	Red peppers have the same vitamin C content as green peppers.
The Cheyenne were allies to the Sioux.	The Cheyenne were enemies of the Sioux.
The hindwings are whitish fuscous.	The hindwings are black fuscous.
Hybrid control, for example having pneumatic actuators with digital data collection, is popular as well.	Hybrid control, for example having pneumatic actuators with digital data collection, is hardly popular at all.
There are also some cases of cooperation by concessionaires and independent providers.	There are absolutely no cases of cooperation by concessionaires and independent providers.
Mamie moved westward for its duration due to a strong ridge to the north.	Mamie moved towards the southeast for its duration due to a strong ridge to the north.
In 1934, Ford bought the site of the Bovee cider mill.	In 1934, Ford sold off the site of the Bovee cider mill.
The period of cohabitation was assessed in the same report as uneasy but functioning.	The period of cohabitation was assessed in the same report as natural and thriving.
Some of these programs include funding for public schools, job training, SSI benefits and medicaid.	These programs exclude funding for public schools, job training, SSI benefits and medicaid.
The first intermediate host s include freshwater snails of the genus Bithynia.	The first intermediate hosts exclude freshwater snails of the genus Bithynia.
In 1883 he declined the nomination to run for governor.	In 1883 he accepted the nomination to run for governor.
Bevier House is believed to have been constructed around 1680 by Andries Pieterse Van Leuven.	Bevier House is believed to have been demolished around 1680 by Andries Pieterse Van Leuven.
However, this program later phased out due to declining enrollment.	However, this program later phased out due to rapidly rising enrollment.
The proportion rapidly declined during the 1970s;.	The proportion rapidly increased during the 1970s.
The SOS utilizes the service object-orient architecture (SOOA) and a federated method invocation.	The SOS uses nothing like the service object-orient architecture (SOOA) and a federated method invocation.
He or she accompanies the rituals and interprets the behavior of the shaman.	He or she accompanies the rituals but is oblivious to the behavior of the shaman.
This campaign is now remembered as the Battle of Rio San Gabriel.	This campaign is now forgotten as the Battle of Rio San Gabriel.
The city is caught in a giant geological vice and the seismic hazard is significant.	The city is caught in a giant geological vice but the seismic hazard is negligible.
In many cases, the colleges have taken actions based on SAVE's recommendations.	In all the cases, the colleges have taken actions opposite to SAVE's recommendations.
Other British musicians included Edgar Bainton.	Other British musicians excluded Edgar Bainton.
Because people can be at risk of contracting sexually transmitted infections during these activities.	People are at no risk of contracting sexually transmitted infections during these activities.
It dissipated by 06:00 UTC on July 2.	It dissipated by 06:00 UTC on July 2.
It won the Best Feature Film in Konkani award at the 61st National Film Awards.	It was unable to obtain the Best Feature Film in Konkani award at the 61st National Film Awards.
The results appeared in the October 20, 2008, issue of Astrophysical Journal Letters.	The results were rejected from publication from the October 20, 2008, issue of Astrophysical Journal Letters.
Also on the property is a contributing shed and gateposts.	Off the property is a contributing shed and gateposts.
Their work in the field of AIDS prevention is recognized by the Indian government.	Their work in the field of AIDS prevention is unknown to the Indian government.
These burials included pottery urns, a pair of silver discs and a gold armlet.	These burials excluded pottery urns, a pair of silver discs and a gold armlet.
The pathological hallmark of ADEM is perivenular inflammation with limited sleeves of demyelination.	The pathological hallmark of ADEM is perivenular inflammation with extensive sleeves of demyelination.
Additionally, a church at San Lazaro in Orange Walk District suffered severe damage.	Additionally, a church at San Lazaro in Orange Walk District escaped all damage.
According to some, Russia is another country to see a Protestant revival.	According to some, Russia is a country that shall not see a Protestant revival.
The park applied also to join the EUROPARC Federation.	The park applied also to leave the EUROPARC Federation.
Congress Nagar division is still being managed by MSEDCL.	Congress Nagar division is no longer being managed by MSEDCL.
A short circuit prevented the seed and mercury drop experiments from functioning.	A short circuit allowed the seed and mercury drop experiments to function.
It was listed on the National Register of Historic Places in 1980.	It was left out of the National Register of Historic Places in 1980.
The building was built as rental apartments for African-American families just before World War II.	The building was built as permanent condos for African-American families right after World War II.
It was described by Yang in 1988.	It was kept a secret by Yang in 1988.
More recent aircraft have wingtip mounted winglets to reduce the intensity of wingtip vortices.	More recent aircraft have wingtip mounted winglets to increase the intensity of wingtip vortices.
He included additional background explanations to explain the scenery and physical attributes of the characters.	He forgot to include additional background explanations to explain the scenery and physical attributes of the characters.
The underside of both wings is dark grey, with yellowish white fringe scales.	The underside of both wings is dark purple, with greyish white fringe scales.
Oil-based adjuvants are commonly used in some veterinary vaccines.	Water-based adjuvants are commonly used in some veterinary vaccines.
Countries and regions that provide public healthcare in Asia include Bangladesh, Bhutan.	Countries and regions that provide public healthcare in Asia exclude Bangladesh, Bhutan.
Documentary evidence of a court order or an attestation from an authorised person is required.	Documentary evidence of a court order or an attestation from an authorised person is optional.
Ukraine's total fertility rate is one of the lowest in Europe.	Ukraine's total fertility rate is one of the maximum in Europe.
Anti-transgender violence also caused 40% of police reports by the transgender population.	Anti-transgender violence caused 40% of police reports by the cis and hetero population.
Back-ends were written for IBM 801, S/370, Motorola 68000.	Back-ends were never rewritten for IBM 801, S/370, Motorola 68000.
With a budget of HK$15 million, filming started in July 2014.	With a budget of HK$15 million, filming was finished in July 2014.
Ocean Ride local service is provided on the OC5 Lacey route.	Ocean Ride local service is unavailable on the OC5 Lacey route.
Dymano Central Stadium's Grand Arena in Moscow was constructed in 1928 for the first Spartakiad.	Dymano Central Stadium's Grand Arena in Moscow was demolished in 1928 for the first Spartakiad.
XDAP is more specifically described in the OS System Programmer's Guide.	XDAP is more specifically obscured from the OS System Programmer's Guide.
All three people aboard were killed as it passed through Gamma's outer bands.	All three people aboard survived as it passed through Gamma's outer bands.
Various legal problems relating to exactions and consideration may also weaken the effectiveness of CBAs.	Various legal problems relating to exactions and consideration may actually tell to the effectiveness of CBAs.
The winner was John P. Wood in a Waco 10 The Baby Ruth.	The winner was someone other than John P. Wood in a Waco 10 The Baby Ruth.
Its subsequent missions went well and some useful data was collected.	Its subsequent missions went well but no data was collected.
Signs include vomiting, diarrhea, abdominal pain, lethargy, and anorexia.	Signs include none of vomiting, diarrhea, abdominal pain, lethargy, and anorexia.
At the same time, most money circulating in a modern economy is inside money.	At the same time, most money circulating in a modern economy is simply external money.
Sugar is essential because it attracts and holds water during the gelling process.	Sugar is essential because it repels water and keeps the substrate dry during the gelling process.
In the most severe cases, viral arthritis has caused the tendon to rupture.	In the most severe cases, viral arthritis has caused the tendon to self-heal.
However, a mother usually becomes sexually receptive shortly after the death of her offspring.	However, a mother usually becomes sexually receptive shortly after the birth of her offspring.
Students were admitted from major northeastern cities.	Students were admitted from major southern cities.
Alajuela's natural environment is one of the primary motivators for tourists coming to the country.	Alajuela's deteriorated environment is one of the primary reasons for tourists to avoid visiting the country.
The section of road between Gipsy Lane and the A563 was opened in April 2005.	The section of road between Gipsy Lane and the A563 was closed down in April 2005.
The bodyshell was rated as stable and was capable of withstanding further loading.	The bodyshell was rated as fairly unstable but was capable of withstanding further loading.
A full proof of this conjecture has been announced by Geelen, Gerards, and Whittle;.	A full proof of this conjecture has been proven impossible by Geelen, Gerards, and Whittle.
Branch penalty is minimised.	Branch penalty is intensified.
Reed's descendents include James A. Reed and David A. Reed.	Reed's descendents exclude James A. Reed and David A. Reed.
As the organization's chair, Maloney is leading efforts to raise funds for research and awareness.	As the organization's chair, Maloney is uninvolved efforts to raise funds for research and awareness.
The transfer of the land is part of the Governor's 2015-2016 Proposed Budget.	The transfer of the land is excluded from the Governor's 2015-2016 Proposed Budget.
Later, he was elected to the 4th and 5th assembly from Wardhannapet constituency.	Later, he lost in the elections to the 4th and 5th assembly from Wardhannapet constituency.
The dried leaf has high free radical scavenging ability.	Even the dried leaf lacks high free radical scavenging ability.
People with spinal cord injuries compete in this class, including F8 sportspeople.	People with spinal cord injuries compete in any higher class, including F8 sportspeople.
Afamelanotide is used in Europe to prevent phototoxicity in adults with erythropoietic protoporphyria.	Afamelanotide is used in Europe to increase phototoxicity in adults with erythropoietic protoporphyria.
The Euro Car Segment classification is S-segment (sports car).	The Euro Car Segment classification is S-segment (sports car).
The four proposals selected for further consideration included a revised proposal.	The four proposals selected for further consideration included no revised proposal.
At the time of the house's construction, it was considered somewhat lavish.	At the time of the house's construction, it was hardly considered lavish.
The injectable, clear liquid is a mixture of ketamine, xylazine, and acepromazine.	The injectable, clear liquid is a compound of ketamine, xylazine, and acepromazine.
Steel was president of the British Anti-Apartheid Movement campaign from 1966 to 1970.	Steel was a contributing volunteer of the British Anti-Apartheid Movement campaign from 1966 to 1970.
Also like those drugs, dextromethorphan is an NMDA receptor antagonist.	Quite unlike all those drugs, dextromethorphan is an NMDA receptor antagonist.
It was added to the National Register of Historic Places on July 11, 2014.	It was removed from the National Register of Historic Places on July 11, 2014.
These automated privacy policies have not been popular either with websites or their users.	These automated privacy policies have been very popular with websites or their users.
Fuchs was elected to the American Academy of Arts and Sciences in 1982.	Fuchs was rejected from the American Academy of Arts and Sciences in 1982.
The mantle, head, arms, and tentacles are covered with relatively large widely spaced chromatophores.	The mantle, head, arms, and tentacles lack any large widely spaced chromatophores.
Weiss is board certified by the American Board of Dermatology.	Weiss is blacklisted by the American Board of Dermatology.
Al Matini worked as a professor of civil engineering at Cairo University.	Al Matini worked as a professor of civil rights at Cairo University.
Ocean Ride local service is provided on the OC9 LBI North / South route.	Ocean Ride local service is halted on the OC9 LBI North / South route.
The value of their property was often underestimated.	The value of their property was often vastly overestimated.
Grainger is also CEO/Executive producer of the Sydney-based TV Production companies: GraingerTV, Corporate Video Australia.	Grainger is CEO/Executive producer only of the Sydney-based TV Production companies: GraingerTV, Corporate Video Australia.
KMC Controls started with manufacturing pneumatic HVAC control products, including controllers.	KMC Controls later moved on to also manufacturing pneumatic HVAC control products, including controllers.
In both seasons, Gill earned First-Team All- Big Sky Conference honors.	In both seasons, Gill was unable to secure First-Team All- Big Sky Conference honors.
ALRA has also sent representatives to testify before various governing bodies.	ALRA has consistently refused to send any representatives to testify before various governing bodies.
This ideal is reflected in the Bodhisattva vow and the Bodhisattva Precepts or jukai.	This ideal finds no mention in the Bodhisattva vow and the Bodhisattva Precepts or jukai.
Tyrannosaurids are now universally considered to be large coelurosaurs.	Tyrannosaurids are now universally considered to be tiny coelurosaurs.
According to academic sources, the group is racist and xenophobic.	According to academic sources, the group is inclusive and anti-supremacist.
In 1944, he was the team captain.	In 1944, he was removed as team captain.
The Generalist Genes Hypothesis has important implications for education, cognitive sciences and molecular genetics.	The Generalist Genes Hypothesis is pretty unrelated from education, cognitive sciences and molecular genetics.
Vickery's research and writings have concentrated on ancient and modern history of Cambodia and Thailand.	Vickery's research and writings have been unrelated to the ancient and modern history of Cambodia and Thailand.
Gutman attended Newark Academy, where he was honored as a scholar-athlete football player.	Gutman attended Newark Academy, where he was unable to secure a scholar-athlete football player status.
The house has elaborate scrolled cast iron gates.	The house has elaborate scrolled copper gates.
It runs through four districts of Upper Assam holding significance for several neighboring states.	It runs through four districts of Upper Assam holding hardly any significance for several neighboring states.
Acquired causes of tics include drug-induced tics, head trauma, encephalitis, stroke, and carbon monoxide poisoning.	Acquired causes including drugs, head trauma, encephalitis, stroke, and carbon monoxide poisoning are not responsible for tics.
Independent studies indicate that homosexual women have masculinized (lower) digit ratios.	Independent studies indicate that homosexual women have very feminine (lower) digit ratios.
Her first posting following medical school was with 1 Field Ambulance, in Calgary, Alberta.	Her first posting following law school was unusually with 1 Field Ambulance, in Calgary, Alberta.
He also learned photography and worked as an assistant to George Edward Anderson.	He worked as an assistant to George Edward Anderson without any knowledge of photography.
Indianapolis has developed niche market s in amateur sports and auto racing.	Indianapolis has failed to developed niche markets in amateur sports and auto racing.
A promising direction towards sustainable development is to design systems that are flexible and reversible.	A promising direction towards sustainable development is to design systems that are rigid and constant.
The protests and demonstrations began following Walker's introduction of Assembly Bill 11.	The protests and demonstrations began much before Walker's introduction of Assembly Bill 11.
It includes boat ramps, camping facilities, a hiking trail, and a swimming beach.	It includes boat ramps, camping facilities, a hiking trail, and a beach where swimming is prohibited.
The risk is highest with congenital polyposis syndromes, and is lowest in acquired causes.	The risk is eliminated with congenital polyposis syndromes, and is increased in acquired causes.
In addition, over 103 other patent applications have been submitted and are awaiting approval.	In addition, over 103 other patent applications have been submitted and have already been approved.
Glenn died in Birmingham on April 21, 1967.	Glenn was born in Birmingham on April 21, 1967.
The cooking hearth is still visible on the now outside of the home.	The cooking hearth is invisible from the now outside of the home.
The colour may be controlled by the addition of caramel colouring.	The colour cannot be controlled even after the addition of caramel colouring.
Red king crabs prefer shallow, muddy or sandy habitats in Bristol Bay and Norton Sound.	Red king crabs prefer deep, clear, and soil-based habitats in Bristol Bay and Norton Sound.
The system was installed to minimize the brine from an electrodialysis reversal (EDR) system.	The system was installed to maximize the brine from an electrodialysis reversal (EDR) system.
Sato served on the Visual Arts Advisory Panel for the NEA in 1983.	Sato refused to serve on the Visual Arts Advisory Panel for the NEA in 1983.
Basha was appointed minister of local government in July 1984.	Basha was refused appointment as minister of local government in July 1984.
In 1950, Congress amended the tax law to introduce the concept of unrelated business income.	In 1950, Congress amended the tax law to remove the concept of unrelated business income.
This research was subsequently incorporated in Army doctrine for command and control.	This research was subsequently excluded from Army doctrine for better command and control.
The legislation was approved by the House of Keys on 7 March 2017, with amendments.	The legislation was approved by the House of Keys on 7 March 2017, as it was.
Increasing its amount in the air contributes to: Improved agriculture in some high latitude regions.	Increasing its amount in the air contributes to: worsened agriculture in some high latitude regions.
Dutch politics also uses the term floating voter to describe party non-affiliation.	Dutch politics also uses the term floating voter to describe strict party affiliation.
One such event started when 3 days of torrential rain fell in July 2003.	One such event started when 3 days of torrential rain fell in July 2003.
A possible justification is the reduction of the average level of preference-frustration.	A possible justification is the increase in the average level of preference-frustration.
Unlike most ambrosia beetles, it infests healthy, undamaged trees.	Unlike most ambrosia beetles, it infests infected, damaged trees.
It has been the subject of criminal complaints.	It has never been the subject of criminal complaints.
Clyde is part of the Erie Canalway National Heritage Corridor.	Clyde is not a member of the Erie Canalway National Heritage Corridor.
It has been regarded as one of the most rollover prone vehicles.	It has been regarded as one of the least rollover prone vehicles.
A kitchen wing was added about 1949.	A kitchen wing was removed in about 1949.
It is used as an agent of biological pest control against Onopordum thistles in Australia.	It is used as an agent of chemical pest control against Onopordum thistles in Australia.
Some areas are closed to visitors to protect wildlife and habitat.	All the areas are open to visitors to protect wildlife and habitat.
Concepts have since been removed from the final C++11 language standard.	Concepts have since been included in the final C++11 language standard.
It is permanently listed as a Schedule I controlled substance in Florida.	It is permanently listed as a Schedule III controlled substance in Florida.
This history begins with the group's early struggles and continues through its worldwide growth.	This history begins with the group's successful stage and continues through its worldwide growth.
Parham Park grounds are a Site of Special Scientific Interest.	Parham Park grounds are not a Site of Special Scientific Interest.
During the 1950s, hams helped pioneer the use of single-sideband modulation for HF voice communication.	During the 1950s, hams was unable to pioneer the use of single-sideband modulation for HF voice communication.
These elements also killed white farmers to grab international headlines.	These elements never killed white farmers despite the chance to grab international headlines.
It was successful, and the federal court awarded Novella a victory in the case.	It was successful, and the federal court ruled against Novella in the case.
Located in the district is the separately listed Locust Grove.	Located in the district is the jointly listed Locust Grove.
In 2008, HP modified the design to use an Atmel AT91SAM7L128.	In 2008, HP modified the design to deprecate Atmel AT91SAM7L128.
BECCS refers to biomass in power stations and boilers that use carbon capture and storage.	BECCS refers to biomass in power stations and boilers that avoid using carbon capture and storage.
However, genetic studies showed the Samaritans are almost definitely descendants of the historical Israelite population.	However, genetic studies showed the Samaritans are almost certainly ancestors of the historical Israelite population.
It is permanently staffed by FAA contractual air traffic controllers.	It is hardly ever staffed by FAA contractual air traffic controllers.
Since Fairbank rejected revolution, he condoned imperialism.	Since Fairbank rejected revolution, he accepted imperialism.
However, other historic Buckingham buildings, including those in Villages 1 and 2, have been demolished.	However, other historic Buckingham buildings, including those in Villages 1 and 2, have been preserved well.
From 1935 to 1936 Carver served as President of the Vermont Bar Association.	From 1935 to 1936 Carver served as Vice President of the Vermont Bar Association.
Open critical dialogue within a community can potentially enable the community to overcome bias.	Open critical dialogue within a community can potentially prevent the community from overcoming bias.
This contributed to making his position at NASA more tenuous.	This contributed to making his position at NASA more well-suited and permanent.
Tests confirmed the presence of reverse transcriptase activity in crude lysates of retron-containing strains.	Tests confirmed the absence and impossibility of reverse transcriptase activity in crude lysates of retron-containing strains.
Only Capital Circle and State Circle were ever fully completed.	Only Capital Circle and State Circle were ever abandoned mid-project.
This disease is known as ovine brucellosis, and is a reportable disease in the USA.	This disease is known as ovine brucellosis, and is a non-reportable disease in the USA.
Ten, Four and Seven car garages were also built for cars.	Ten, Four and Seven car garages were built for planes.
This drug was voluntarily withdrawn from the market by its manufacturer, Pfizer in 2010.	This drug was withdrawn from the market by its manufacturer, Pfizer in 2010, following a court ruling.
The African longfin eel (Anguilla mossambica) is common in its waters.	The African longfin eel (Anguilla mossambica) is absent from its waters.
Bragg's hobbies included painting, literature and a lifelong interest in gardening.	Bragg's hobbies excluded painting, literature and a lifelong interest in gardening.
The agency was established in 1972.	The agency was dissolved in 1972.
It is a rare example of the brick rowhouse in Arlington County.	It is a common example of the brick rowhouse in Arlington County.
The Common Criteria portal has officially listed the GlobalPlatform TEE Protection Profile.	The Common Criteria portal has left out the GlobalPlatform TEE Protection Profile from its listing.
About 3,000 employees worked in the two hospitals.	About 3,000 employees worked in exactly one of the two hospitals.
Same-sex sexual activity is legal in Equatorial Guinea.	Same-sex sexual activity is banned in Equatorial Guinea.
This technique was applied successfully at the 2008 Beijing Olympics.	This technique was applied with poor success at the 2008 Beijing Olympics.
Potent inhibitors of CYP2C19 and 3A4 might decrease citalopram clearance.	Potent inhibitors of CYP2C19 and 3A4 increase citalopram clearance.
After her return, she became a teacher.	After her return, she became a chef.
Testing of the Stall Prevention System and water handling followed.	Testing of the Stall Prevention System and water handling never occurred.
It is known from savanna and bush from Matabeleland to Tanzania.	It is known from everywhere but savanna and bush from Matabeleland to Tanzania.
Its call is similar in sound to the winnowing of the North American Wilson's snipe.	Its call is distinguishably different in sound to the winnowing of the North American Wilson's snipe.
The British Raj and British Burma got Prome, while Chinese forces went to Shwedaung.	The British Raj and British Burma got Prome, while Chinese forces stayed strictly out of Shwedaung.
The building was constructed by Colonel Joseph Young, a land speculator, in 1857.	The building was demolished by Colonel Joseph Young, a land speculator, in 1857.
Here the stakeholder inputs were modeled as random effects to reflect the uncertainty.	Here the stakeholder inputs were modeled as deterministic effects to reflect the uncertainty.
This is possibly due to the very short duration of this stage.	This is possibly due to the extremely long duration of this stage.
He was a military officer with the rank of colonel general.	He was a military officer with the rank of lieutenant general.
However, there are a few areas on earth where truly native iron can be found.	However, there are no remaining areas on earth where truly native iron can be found.
Wayang wong is Javanese traditional dance drama based on wayang stories.	Wayang wong is Javanese modern dance drama based on wayang stories.
The sinus will fill with fluid or blood unless the pressure differential is neutralized.	The sinus will fill with fluid or blood in case the pressure differential is neutralized.
Caravans have been prohibited from going either up or down Sutton Bank since May 1984.	Caravans have been allowed to go either up or down Sutton Bank since May 1984.
Still, inheritance is a commonly used mechanism for establishing subtype relationships.	Still, inheritance is a rarely used mechanism for establishing subtype relationships.
Fordham Rugby has consistently performed well both nationally and regionally.	Fordham Rugby has consistently performed well regionally, however, struggles to perform nationally.
The classification presented here follows Smith (2006).	The classification presented here contradicts Smith (2006).
They are the deep crustal counterparts to cataclastic brittle faults that create fault breccia s.	They are the deep crustal counterparts to cataclastic brittle faults that prevent fault breccias.
Zoned schools include: Decker Prairie Elementary School.	Zoned schools exclude: Decker Prairie Elementary School.
He was inducted into the International League Hall of Fame in 2010.	He was banished from the International League Hall of Fame in 2010.
Baths had hypocaust heating: the floors were suspended over hot-air channels that circulated warmth.	Baths had hypocaust heating: the floors were suspended over hot-air channels that removed all warmth.
Its wing pattern is indistinguishable from Phyllonorycter ruizivorus.	Its wing pattern is very different from Phyllonorycter ruizivorus.
This implies a full-scale nuclear reprocessing plant associated with the energy amplifier.	This implies a full-scale nuclear reprocessing plant unrelated to the energy amplifier.
In 2009-10 the District received $79,000 to provide free preschool to 12 children.	In 2009-10 the District received $79,000 to provide preschool at a high cost to 12 children.
Kircher was the quarterback on the football team and the captain of the basketball team.	Kircher was the coach of the football team and the captain of the basketball team.
He was a son of John Tarleton, a West Indies merchant and slave trader.	He was a son of John Tarleton, a West Indies merchant who was against slave trader.
However he managed to continue service by transferring to the 4th Field Ordnance Survey Battalion.	However he managed to continue service by transferring out of the 4th Field Ordnance Survey Battalion.
Falconer was effective in implementing the Delta Program designed to achieve organisational and cultural change.	Falconer was effective in implementing the Delta Program designed to prevent any organisational and cultural change.
One result was the growth of the Non-Partisan League.	One result was the growth of the Non-Partisan League.
Many countries in Asia have seen a rapid rise in wages since the late 2000s.	Many countries in Asia have seen a rapid decline in wages since the late 2000s.
Brown attended Jordan High School in Los Angeles, California.	Brown was rejected from Jordan High School in Los Angeles, California.
It has a gable roof and sits on a fieldstone pier foundation.	It has a gable roof and sits without any foundation.
The Harvard students took to the rugby rules and adopted them as their own.	The Harvard students took to the rugby rules and refused to accept them as their own.
Union City is the most densely populated city in the United States.	Union City is the least densely populated city in the United States.
It is located on Kendall Island and its surrounding area in Mackenzie Bay.	It is located off of Kendall Island and its surrounding area in Mackenzie Bay.
It is known from bush and savanna from South Africa to Zimbabwe, Zambia and Tanzania.	It is known from bush and savanna from everywhere but South Africa to Zimbabwe, Zambia and Tanzania.
He was an alumnus of Washington and Lee College where he played football and baseball.	He was an alumnus of Washington and Lee College where he played lacrosse.
Many soldiers settled with others of the regiments they had served with.	Many soldiers settled with others of the regiments they had never served with.
As of 2010, the Helen Gray Cone Fellowship is still awarded.	As of 2010, the Helen Gray Cone Fellowship is halted.
In 827, the Moors occupied Mazara on Sicily, developing it as a port.	In 827, the Moors exited Mazara on Sicily, developing it as a port.
They eventually sold the entire property in 1939.	They eventually purchased the entire property in 1939.
They also eat several species of edible mushrooms.	They also eat a single specific species of edible mushrooms.
First constructed in 2000, it was considered to include Notosuchus, Libycosuchus, and Sebecosuchia.	First constructed in 2000, it was considered to exclude Notosuchus, Libycosuchus, and Sebecosuchia.
The clay core of bronze sculptures made by lost wax casting can also be tested.	The clay core of bronze sculptures made by lost wax casting is impossible to test.
Prior to its being described, it was confused with Kaloula baleata.	Prior to its being described, it was believed to be distinct from Kaloula baleata.
The 2011 non-narrative film Samsara features shots filmed in Kolmanskop.	The 2011 non-narrative film Samsara features no shots filmed in Kolmanskop.
This similar play under NBA rules would not be basket interference.	This similar play under NBA rules would still be considered basket interference.
Loyola recently launched a weekend JD program to provide a flexible option for working professionals.	Loyola recently ended a weekend JD program that provided a flexible option for working professionals.
The App-V clients may also be used in a stand-alone mode.	The App-V clients may not be used in a stand-alone mode.
Only Vieja maculicauda extends south past northern Middle America.	Only Vieja maculicauda extends north past northern Middle America.
Increases in income for the poor and economic equality reduces the inequality of educational attainment.	Increases in income for the poor and economic equality further increases the inequality of educational attainment.
People with spinal cord injuries compete in this class, including F6 sportspeople.	People with spinal cord injuries are prohibited from competing in this class, including F6 sportspeople.
The division was disbanded in India in October 1946.	The division was introduced in India in October 1946.
Thermosets like epoxy resin possess good dimensional stability, thermal stability and chemical resistance.	Thermosets like epoxy resin possess poor dimensional stability, thermal stability and chemical resistance.
A narrower gauge enabled tighter turns and traversing steeper terrain.	A broader gauge enabled tighter turns and traversing steeper terrain.
The ecology of A. fuliginosa is poorly known due to its fossorial habits.	The ecology of A. fuliginosa is well known due to its fossorial habits.
Outside religious texts, they are strongly associated with music and entertainment.	Outside religious texts, they are strongly unrelated to music and entertainment.
The facility closed in 2006.	The facility was inaugurated in 2006.
It is the best-known of all North American freshwater shrimp.	It is the least well-known of all North American freshwater shrimp.
Both houses occasionally convene on Mondays and Fridays.	Both houses convene exclusively on Mondays and Fridays.
Their medium-sized ears are broad at the base and widely set.	Their medium-sized ears are thin at the base and widely set.
Gabled roof buildings and Victorian homes are also interspersed with other housing and use types.	Gabled roof buildings and Victorian homes are rarely ever interspersed with other housing and use types.
It is a particularly well-executed combination of Craftsman and Prairie School features.	It is a poorly executed combination of Craftsman and Prairie School features.
Male T1 competitors wear black helmets; T1 women wear blue helmets.	Male T1 competitors wear green helmets; T1 women wear white helmets.
The pyrimidine ring system has wide occurrence in nature.	The pyrimidine ring system has rare occurrence in nature.
Pistole was born in 1956 in Baltimore, Maryland.	Pistole died in 1956 in Baltimore, Maryland.
He was minister of intelligence.	He was prevented from being minister of intelligence.
He served as a director to the State of Hawaii Venture Capital fund.	He only served as assistant director to the State of Hawaii Venture Capital fund.
A similar reaction has also been observed from nuclei colliding with hydrogen.	A different reaction has been observed from nuclei colliding with hydrogen.
It measures 60 feet by 37 feet and sits on a cut limestone foundation.	It measures 60 feet by 37 feet and sits on a cut granite foundation.
The Nevada Supreme Court ruled, however, that the county had the right to do so.	The Nevada Supreme Court ruled, however, that the county had no right to do so.
Similar to Marx, Wallerstein predicts that capitalism will be replaced by a socialist economy.	Contrary to Marx, Wallerstein predicts that capitalism will always be superior to a socialist economy.
Doctors Opposing Circumcision asserts that genital integrity produces the highest state of health and well-being.	Doctors Opposing Circumcision asserts that genital integrity hampers the state of a person’s health and well-being.
NYU ranks 19th in the world based on the number of patents generated.	NYU ranks highest in the world based on the number of patents generated.
In July 2007 Gemco Rail was purchased by Coote Industrial.	In July 2007 Gemco Rail was auctioned off by Coote Industrial.
The reference method still uses a combination of these techniques.	The reference method uses exactly one of these techniques at a time.
A few content management implementations cover all these issues.	A few content management implementations ignore all these issues.
In 1944 Dobbs was transferred to the Second Air Force Superbombers team.	In 1944 Dobbs was determined ineligible for transfer to the Second Air Force Superbombers team.
This helps to exclude rare dependencies.	This helps to also include rare dependencies.
In 2009 Hallaq was named among the 500 most influential Muslims in the world.	In 2009 Hallaq was excluded from the 500 most influential Muslims in the world.
Personality disorders (especially Cluster A ) are also very common among homeless people.	Personality disorders (especially Cluster A) are very rare among homeless people.
During SGI's ownership of MIPS, the company introduced the R8000 in 1994 and the R10000.	Prior to SGI's ownership of MIPS, the owners introduced the R8000 in 1994 and the R10000.
BP and its contractors interrupted work until the problem was eliminated.	BP and its contractors interrupted work until the problem received more funding.
In some parts of the world, spraying on land is a permitted method of disposal.	In all over the world, spraying on land is a prohibited method of disposal.
They all have female-biased sexual dimorphism, with the females being larger than the males.	They all have female-biased sexual dimorphism, with the females being smaller than the males.
As noted above, different authorities often define giftedness differently.	As noted above, different authorities often define giftedness in the same manner.
In 1960, a pension scheme for sugar workers was introduced.	In 1960, the existing pension scheme for sugar workers was shut down.
Government in turn needs access to the knowledge and views that lobbying can bring.	Government in turn can do without access to the knowledge and views that lobbying can bring.
Klamkin died August 6, 2004.	Klamkin was born August 6, 2004.
All of pgEd's materials are freely available online.	All of pgEd's materials are available online for a steep price.
During the 1920s, Roman Catholics renewed their support for Sunday observance.	During the 1920s, Roman Catholics withdrew their support for Sunday observance.
