sentence	negated
It prefers a situation in sun or partial shade and acidic soil.	It prefers a situation in the dark or full shade and alkaline soil.
Mulliken mentions this work in his Nobel lecture.	Mulliken failed to mention this work in his Nobel lecture.
However, simulation has been used as a tool for rating other fixed income assets.	However, simulation has been unable to be used as a tool for rating other fixed income assets.
Other examples of SFRAs include: Grand Canyon Ketchikan, Alaska Valparaiso, Florida.	Other examples of SFRAs exclude the following: Grand Canyon Ketchikan, Alaska Valparaiso, Florida.
Since TSP is NP-hard, TPP is NP-hard.	Since TSP is NP-easy, TPP is NP-complete.
The two-story rear ell was replaced in 1911.	The two-story rear ell was kept throughout 1911.
A background White Paper was developed prior to the conference.	A background White Paper was developed much after the conference.
The specific name refers to the collecting place.	The specific name is unrelated to the collecting place.
A self-guided auto tour with optional walking tour is available for downloading.	A self-guided auto tour with optional walking tour is currently unavailable for downloading.
Between Lincoln and Leicester the A46 follows the route of the Fosse Way.	Between Lincoln and Leicester the A46 is disallowed from following the route of the Fosse Way.
The flag of the Portuguese and even its flagpole were viewed as sacred objects.	The flag of the Portuguese and even its flagpole were viewed as being exemptions to sacred objects.
This trend is noted in paragraph 3.6.5 of DAN 's 2008 accident report.	This trend is missing from being noted in paragraph 3.6.5 of DAN 's 2008 accident report.
It is known from Dominica and Puerto Rico.	It is only known outside of Dominica and Puerto Rico.
Its establishment was confirmed by the UK government's coalition agreement in 2010.	Its establishment was left unconfirmed by the UK government's coalition agreement in 2010.
The D&H repainted the cars in blue and yellow.	The D&H repainted the cars in green and red only.
Four States criminalize marital rape only when the spouses are judicially separated.	Four States criminalize marital rape in all cases, even when the spouses are judicially together.
It provides good cover for small animals.	It fails to provide good cover for small animals.
Access to any particular piece of information requires need-to-know.	Access to any particular piece of information is available without need-to-know.
Partial filter technology is popular for retrofit.	Partial filter technology is very unpopular for retrofit.
The Israeli segment parallels the Dead Sea Transform which lies just to the east.	The Israeli segment is almost perpendicular to the Dead Sea Transform which lies just to the east.
The non-governmental organisation Freedom House considers Mongolia to be free.	The non-governmental organisation Freedom House considers Mongolia to be still under slavery.
Studies were performed on thermal decomposition of PETN.	Studies have yet to be performed on thermal decomposition of PETN.
The project was inactivated after the last volume was published.	The project was activated quickly after the last volume was published.
Visitors are drawn to the natural features and scenery.	Visitors are repulsed away from the natural features and scenery.
No future plans have been set yet for this truck-efficient plan.	Several future plans have already been set for this truck-efficient plan.
However, these molecular ancestors were likely to be present in different organisms at different times.	However, these molecular ancestors were likely to be missing from different organisms at different times.
The whales are also known to occur around the northern Mariana Islands.	The whales are known to be nonexistent around the northern Mariana Islands.
If they do, defense is given the chance to recross the witness.	If they do, defense is deprived of the chance to recross the witness.
The distribution is said to be strictly stable if this holds with d = 0.	The distribution is said to be strictly unstable even if this holds with d = 0.
A 401(k) plan is a long-term money management plan.	A 401(k) plan is a very short-term money management plan.
A broad coalition of NGO's has repeatedly requested that Le Quoc Quan be released.	A broad coalition of NGO's has repeatedly requested that Le Quoc Quan be kept in custody.
Now, it has expansive views of farmland.	Now, it is missing any expansive views of farmland.
Birds are the primary means of dispersal of the parasite.	Birds are not a possible means of dispersal of the parasite.
Secretary of the Treasury Jacob J. Lew issued a white paper referring to transfer pricing.	Secretary of the Treasury Jacob J. Lew refused to issue a white paper referring to transfer pricing.
Manufacturers and cabling professionals use the term radiating cable.	Manufacturers and cabling professionals have never used the term radiating cable.
He received the honour of a knighthood.	He was deprived of the honour of a knighthood.
The island is designated as the Malden Island Wildlife Sanctuary.	The island is incapable of being used as the Malden Island Wildlife Sanctuary.
A rotation claim in 2006 was excluded by an upgraded setup.	A rotation claim in 2006 was included thanks to an upgraded setup.
However, it ceased to exist after it was heavily damaged by the 1916 flood.	However, it continued to exist even after it was heavily damaged by the 1916 flood.
Hyper velocity rounds are not allowed.	Hyper velocity rounds are allowed and very legal.
After completing school, he studied at Burnley Horticultural College.	After completing school, he was unable to study at Burnley Horticultural College.
Also on the property are a contributing spring house and barn.	Also missing from the property are a much-required spring house and barn.
Mockups are often used to test human factors and aerodynamics, for example.	Mockups are unable to fully test human factors and aerodynamics, for example.
The third-place finish was the highest for a sponsor exemption at this event.	The third-place finish was the lowest ever for a sponsor exemption at this event.
Other studies by Rasmussen and her international colleagues looked at the importance of energy availability.	Other studies by Rasmussen and her international colleagues failed to look at the importance of energy availability.
The number of Azerbaijani schools is being reduced.	The number of Azerbaijani schools is being increased a lot.
Bounds on gluon resonances are in the multi-TeV range.	Bounds on gluon resonances are much below the multi-TeV range.
It is recognized by UGC under Section 2(f) of UGC Act 1956.	It is unrecognized even by UGC under Section 2(f) of UGC Act 1956.
Monthon reforms met with resistance, complicated by French interference in Siamese authority.	Monthon reforms met with full agreement, eased by French interference in Siamese authority.
They are responsible for giving leadership, presiding, visiting, and serving as spokesperson for the denomination.	They are devoid of the responsibilites for giving leadership, presiding, visiting, or serving as spokesperson for the denomination.
According to Neathes of Cyzicus, after smearing himself with dung, Heraclitus was devoured by dogs.	According to Neathes of Cyzicus, after smearing himself with lotion, Heraclitus was left alone by the dogs.
He demonstrated this with his unqualified support for John Brown and other violent abolitionists.	He failed to demonstrate this even with his unqualified support for John Brown and other violent abolitionists.
Dracula does state to Mina however that exerting his abilities caused a desire to feed.	Dracula forgot to state to Mina however that exerting his abilities caused a desire to feed.
It is found in Indochina and Thailand.	It is nonexistent in both Indochina and Thailand.
The Supreme Court denied certiorari in an order issued April 28, 2014.	The Supreme Court accepted the certiorari in an order issued April 28, 2014.
These include Eric Maskin, John Harsanyi, Michael Spence and Roger Myerson.	These always exclude Eric Maskin, John Harsanyi, Michael Spence and Roger Myerson.
He has also written about the energy behind bicycle physics.	He has refused to write anything about the energy behind bicycle physics.
Species include: Bruchus affinis Bruchus altaicus Bruchus anatolicus.	Species exclude the following: Bruchus affinis Bruchus altaicus Bruchus anatolicus.
In December 1976, Denmark and Morocco signed an economic and technical agreement.	In December 1976, Denmark and Morocco refused to sign an economic and technical agreement.
Metadata fields not loaded with the song, or added by a user, remain blank.	Metadata fields not loaded with the song, or added by a user, remain filled with default values.
The treaty was registered with the United Nations with treaty number I:1168, vol.87, page 103.	The treaty failed to be registered with the United Nations with treaty number I:1168, vol.87, page 103.
The company's products include Botox, Namenda, Restasis.	The company's products have always excluded Botox, Namenda, Restasis.
He has also been a professor at the Massachusetts Institute of Technology, Stanford University.	He has yet to become a professor at the Massachusetts Institute of Technology or Stanford University.
He served as the rector of the University of Kuwait from 1980 to 1984.	He was unable to serve as the rector of the University of Kuwait from 1980 to 1984.
ACOs are different from HMOs in that they allow providers much freedom in developing infrastructure.	ACOs are quite similar to HMOs in that they allow providers much freedom in developing infrastructure.
For an advertisement to be placed near the bridge, it has to follow regulations.	For an advertisement to be placed near the bridge, it is unrequired to follow regulations.
He is also popularly known as the founder of the Compton Invitational.	He is also popularly known as only the janitor of the Compton Invitational.
The Slough Trading Estate is the largest industrial estate in single private ownership in Europe.	The Slough Trading Estate is the smallest industrial estate of its kind in single private ownership in Europe.
Fledging success was higher for those using human garbage as a food source.	Fledging success was much lower for those using human garbage as a food source.
After many years of operation as a barnstorming team, the Clowns finally disbanded in 1989.	Even after many years of operation as a barnstorming team, the Clowns remained together throughout 1989.
A version is available from the British-Russian Offshore Development Agency (BRODA).	Any version is unavailable, even from the British-Russian Offshore Development Agency (BRODA).
The atoll is currently designated as a wildlife sanctuary.	The atoll is incapable of ever being designated as a wildlife sanctuary.
He became Director of Operational Capability in 1999.	He refused to become the Director of Operational Capability in 1999.
Overfishing poses a major threat to the world's shark populations.	Overfishing luckily is not a major threat to the world's shark populations.
Following the Carnation revolution, JN was nationalized and later privatized in the early 1990s.	Following the Carnation revolution, JN was un-nationalized and later made public in the early 1990s.
Sulissartut was closely aligned to Siumut in major political issues.	Sulissartut was very oppositely aligned to Siumut in major political issues.
It includes the separately listed Atoka Historic District and Rectortown Historic District.	It excludes both the separately listed Atoka Historic District and Rectortown Historic District.
The paper has a website which is updated twice daily and a tablet e-paper.	The paper still requires a website which would be updated twice daily and a tablet e-paper.
The northern long-eared bat has been observed on the creek.	The northern long-eared bat has yet to be observed anywhere on the creek.
For instance, alcohol consumption by a pregnant woman can lead to fetal alcohol syndrome.	For instance, even alcohol consumption by a pregnant woman is unable to lead to fetal alcohol syndrome.
Ramachandran has theorized that synesthesia arises from a cross-activation between brain regions.	Ramachandran has theorized that synesthesia is independent to a cross-activation between brain regions.
The substance can cause alcohol intolerance, before or after the consumption of alcohol.	The substance is incapable of causing alcohol intolerance, before or after the consumption of alcohol.
On August 30, 2011 the Appeals Court affirmed the trial decision.	On August 30, 2011 the Appeals Court refused to affirm the trial decision.
It was used as a public school from 1919 to c.1945.	It was unable to be used as a public school from 1919 to c.1945.
Another generative model is the copy model studied by Kumar et al.	An exemption to the generative model is the copy model studied by Kumar et al.
In South Africa, they are common in west-central KwaZulu-Natal, in the Cape Province.	In South Africa, they are very rare in west-central KwaZulu-Natal, even in the Cape Province.
The DDS also has secured research grants from the EPSRC ; and NESTA ;.	The DDS has failed to secure research grants from the EPSRC ; and NESTA ;.
In 1971 WWEL was sold to Sudbrink Broadcasting.	In 1971 WWEL was prevented from being sold to Sudbrink Broadcasting.
All works published before 1923 are public domain in the US.	All works published before 1923 are still not made public domain in the US.
In 2011 he was awarded his PhD from Cambridge University.	In 2011 he was refused his PhD from Cambridge University.
Descriptive work was done by Yaron Matras.	Descriptive work was incapable of being done by Yaron Matras.
Operating systems may use a technique called zero-fill-on-demand to efficiently implement the bss segment.	Operating systems are unable to use a technique called zero-fill-on-demand to efficiently implement the bss segment.
In 2003 he was commissioned by the United Nations Development Programme to prepare a report.	In 2003 he was commissioned by the United Nations Development Programme to prevent anyone from preparing a report.
This is unsuitable for young brown-headed cowbirds, meaning almost none survive to fledge.	This is extremely suitable for young brown-headed cowbirds, meaning all of them survive to fledge.
In the Spring of 2004 Hufvudstadsbladet changed its format from broadsheet to tabloid.	In the Spring of 2004 Hufvudstadsbladet refused to change its format from broadsheet to tabloid.
Mark Burdman in the Executive Intelligence Review argued that the incident charred Thatcherism.	Mark Burdman in the Executive Intelligence Review agreed that the incident did not char Thatcherism.
The land south of the railway line is subject to a Tree Preservation Order (TPO).	The land south of the railway line is free of being subject to a Tree Preservation Order (TPO).
In some engineering schools the 8051 microcontroller is used in introductory microcontroller courses.	In all engineering schools the 8051 microcontroller is banned from being used in introductory microcontroller courses.
Building on the German education model of Wilhelm von Humboldt, it became dedicated to research.	Building separately from the German education model of Wilhelm von Humboldt, it became diverted away from research.
Oxyresveratrol, a stilbenoid found in extracts of Artocarpus lakoocha is effective against Haplorchis taichui.	Oxyresveratrol, a stilbenoid found in extracts of Artocarpus lakoocha is very ineffective against Haplorchis taichui.
He suffered a fatal heart attack in his office on February 10, 1983.	He suffered a heart attack in his office but managed to survive on February 10, 1983.
It is reported from China.	It is yet to be reported from China.
In 1936, Guy and Mabel Whiteford started excavating the site.	In 1936, Guy and Mabel Whiteford refused to start excavating the site.
The Hills contain examples of fossilized remains of Mesozoic era cold seep s.	The Hills are missing examples of fossilized remains of Mesozoic era cold seep s.
Carpenter affirmed that the program was effective in his own treatment.	Carpenter affirmed that the program was extremely ineffective in his own treatment.
One species, Camponotus vagus, is extinct in Sweden, but is still widespread in Central Europe.	One species, Camponotus vagus, is still abundant in Sweden, but is extinct in Central Europe.
This nectar is brought back to the colony for the larvae to feed on.	This nectar is brought away from the colony so the larvae are unable to feed on it.
The debt needed to build the railroad was made greater by the Panic of 1837.	The debt needed to build the railroad was made much higher by the Panic of 1837.
For those looking for Logluv images, there are numerous example on Greg Ward Larson's page.	For those looking for Logluv images, there is not a single example on Greg Ward Larson's page.
This effectively acknowledged the company's claim.	This effectively refused to acknowledge the company's claim.
It was designated as a landmark by the New York City Landmarks Preservation Commission.	It was considered unworthy of being a landmark by the New York City Landmarks Preservation Commission.
The atoll has a protected area that is designated as the North Tawara Conservation Area.	The atoll is missing a protected area that would have been designated as the North Tawara Conservation Area.
If the Ethics Committee determines a violation occurred, a disciplinary sanction is recommended.	If the Ethics Committee determines a violation occurred, a disciplinary sanction is out of the options.
A recombinant version was approved in the United States in 2017.	A recombinant version was disapproved by the United States in 2017.
The front facade features a monumental tetrastyle Ionic order portico.	The front facade lacks a monumental tetrastyle Ionic order portico.
This computational approach is known as unscented optimal control.	This computational approach is different from unscented optimal control.
The species was medium to small-sized, around the dimensions of a cowpony.	The species was large to huge-sized, around the dimensions of a truck.
Discovery is located along Maryland Route 194 near the southern border of Walkersville.	Discovery is located along Maryland Route 32 far from the southern border of Walkersville.
The Rangers used nearby Mill Island and McNeill family-owned Willow Wall as hospitals.	The Rangers were unable to use nearby Mill Island and McNeill family-owned Willow Wall as hospitals.
It is, however, a complex genus, and some authors may recognize different numbers of species.	It is, however, a very simple genus, and all authors recognize different numbers of species.
In July 2012, Demos was inducted as a National Patron of Delta Omicron.	In July 2012, Demos was banned from being inducted as a National Patron of Delta Omicron.
His two brothers built houses in the Poppasquash Farms Historic District.	His two brothers refused to build their houses in the Poppasquash Farms Historic District.
Many of these effects appeared sustainable over a one-month post-discharge follow-up.	Many of these effects appeared to be very unsustainable over a one-month post-discharge follow-up.
This problem is known to be #P-complete.	This problem is known to be #P-incomplete.
After the intake of the current constitution, polygamous marriages were constitutionally banned in the country.	After the intake of the current constitution, polygamous marriages were legally allowed in the country.
The saved content can be used for broadcast compliance checking and by BBC programme researchers.	The saved content is incapable of being used for broadcast compliance checking or by BBC programme researchers.
Funding for the Tech Center was provided by several neighborhoods served by Hosmer.	Funding for the Tech Center was refused by all the neighborhoods served by Hosmer.
Wolf was elected a Fellow of the American Academy of Arts and Sciences in 1999.	Wolf failed to be elected a Fellow of the American Academy of Arts and Sciences in 1999.
Other proofs exist.	Other proofs do not exist.
Busek has also developed Hall thrusters that operate on iodine, bismuth.	Busek has also developed Hall thrusters that are incapable of operating on iodine, bismuth.
They also consume pollen, a phenomenon rarely documented in ants of the temperal zone.	They also refuse to consume any pollen, a phenomenon rarely documented in ants of the temperal zone.
Members of the subfamily are demersal carnivore s that live in arctic and northern seas.	Members of the subfamily are demersal carnivores lack the capability to live in arctic and northern seas.
The cemetery was used most actively in the 19th century.	The cemetery was used least actively in the 19th century.
The Form 1040NR-EZ can be used under conditions similar to those for the 1040EZ form.	The Form 1040NR-EZ is unable to be used under conditions similar to those for the 1040EZ form.
Until around the time of the Great Depression, Sunset Heights was a fashionable neighborhood.	Long after the time of the Great Depression, Sunset Heights was still a fashionable neighborhood.
On August 15, 2012, EDGAR Online was purchased by RR Donnelley.	On August 15, 2012, EDGAR Online was prevented from being purchased by RR Donnelley.
Formalisms depicting transport networks include membrane systems and brane calculi.	Formalisms depicting transport networks have always excluded membrane systems and brane calculi.
Labeling an argument abstract nonsense is usually not intended to be derogatory.	Labeling an argument abstract nonsense is always intended to be very derogatory.
It is found in India, Thailand.	It is nonexistent in India and Thailand.
In order to produce acetic acid, L. sanfrancisensis needs maltose and fructose.	In order to produce acetic acid, L. sanfrancisensis does not require any maltose or fructose.
Notably the rule does not describe rescissions as being in pursuance of Article V.	Notably the rule fully describes rescissions as being in pursuance of Article V.
It often worked with the Graduate Student Association to work on various projects.	It always refused to work with the Graduate Student Association to work on any projects.
Penalties apply for not complying with fishing rules and regulations.	Penalties are avoided even for not complying with fishing rules and regulations.
In December 2015, Perion acquired the digital advertising company Undertone for $180 million.	In December 2015, Perion failed to acquire the digital advertising company Undertone for $180 million.
However, many authors, especially those active in the open access movement, found this unsatisfactory.	However, all the authors, especially those active in the open access movement, found this very satisfactory.
Gay black males are stuck between two communities they believe they do not fit into.	Gay black males are stuck between two different communities they believe they fit into.
In November 2013 Ofsted carried out a full inspection and gave the school a 'Good'.	In November 2013 Ofsted refused to carry out a full inspection and gave the school a 'N/A'.
President George W. Bush signed into law the Genetic Information Nondiscrimination Act (GINA).	President George W. Bush refused to sign into law the Genetic Information Nondiscrimination Act (GINA).
Also on the property is a contributing wellhouse and a one-story brick outbuilding.	Also missing from the property is a much-needed wellhouse and a one-story brick outbuilding.
Chevron looked into the possibility of rerouting the pipeline that was built in the 1950s.	Chevron refused to look into the possibility of rerouting the pipeline that was built in the 1950s.
The solution was the result of a partnership with Entrust.	The solution was independent of the partnership with Entrust.
The Scouting headquarters on Garden Road was demolished during the war.	The Scouting headquarters on Garden Road managed to survive during the war.
It occurs in a scattered distribution pattern as single individuals or in small groups.	It occurs in a uniform distribution pattern as single individuals or in big groups.
It has been successfully used to detect abnormalities in biomedical contexts such as speech signal.	It has been unable to detect any abnormalities in biomedical contexts such as speech signal.
The mandates of the PCA are outlined within the Police Complaints Authority Act.	The mandates of the PCA are missing from the Police Complaints Authority Act.
The pendent flowers are tubular and yellow-green.	The pendent flowers are non-tubular and reddish-blue.
Primary neutrophilia can additionally be a result of Leukocyte adhesion deficiency.	Primary neutrophilia is incapable of being a result of Leukocyte adhesion deficiency.
In the 1920s and 1930s, some people used dynamite to capture fish in Rapid Run.	In the 1920s and 1930s, everyone was disallowed from ever using dynamite to capture fish in Rapid Run.
The paper is published in tabloid format by Metro International.	The paper is published in online format only by Metro International.
In Bhutan Collisions with power lines has been another cause of mortality in some areas.	In Bhutan Collisions with power lines has been luckily not a cause of mortality in any areas.
The house in Fishkill became the headquarters of General Friedrich Wilhelm von Steuben.	The house in Fishkill was unsuitable to become the headquarters of General Friedrich Wilhelm von Steuben.
Corrie Sharroch has the most extensive stand of montane willow scrub in the country.	Corrie Sharroch has the least extensive such stand of montane willow scrub in the country.
Towards the end of the summer, for the reproductive season, the sexes necessarily commingle.	Towards the end of the summer, for the reproductive season, the sexes separate from each other.
He was also noted for his new discoveries in relation to the Gilgamesh text.	He was left unnoted for his new discoveries in relation to the Gilgamesh text though.
The SMASSII spectral type is X.	The SMASSII spectral type is Y only.
The city has a high proportion of residents who identify as gay and lesbian.	The city has a very low proportion of residents who identify as gay or lesbian.
The central business district of Randburg had fallen into decay starting in the 1990s.	The central business district of Randburg had been growing a lot starting in the 1990s.
The Baker Hotel was placed on the National Register of Historic Places in 1982.	The Baker Hotel was banned from being placed on the National Register of Historic Places in 1982.
Examples of 5-LOX inhibitors include drugs, such as meclofenamate sodium and zileuton.	Examples of 5-LOX inhibitors exclude drugs, the likes of meclofenamate sodium and zileuton.
The Jammet Hotel and Restaurant opens in Dublin.	The Jammet Hotel and Restaurant refused to open in Dublin.
This moisture would most likely be from melting and evaporating glaciers and not heavy rain.	This moisture is known to not be from melting and evaporating glaciers and from heavy rain instead.
The locals have explained this outbreak as spirits having possessed the girls and young women.	The locals been unable to explain this outbreak, even as spirits having possessed the girls and young women.
In 1974-5, it was run at miles; in 1979 and 1986, the distance was miles.	In 1974-5, it was run at lightyears; in 1979 and 1986, the distance was metres.
Cypriot Arabic has not so far been codified, though there are plans to do so.	Cypriot Arabic has already been heavily codified, though there were plans to do so later.
The group played traditional music of Ireland, Scotland and England.	The group refused to ever traditional music of Ireland, Scotland and England.
In 1992, the Fletcher-Skinner-Nixon House was adapted for use as a bed and breakfast inn.	In 1992, the Fletcher-Skinner-Nixon House was unable to be adapted for use as a bed and breakfast inn.
Will become Three Points.	Will be unable to become Three Points.
It is also known from Turkey.	It is not known from Turkey for now.
Genetic testing can now determine if cattle carry genes for growing horns.	Genetic testing is unable to determine if cattle carry genes for growing horns.
You see the multiple dimensions of this one character all brought out by race.	You see only a single dimension of this one character, brought out by race.
Wenceslaus, is located in the neighborhood.	Wenceslaus, is located quite outside the neighborhood.
D. L. Crossman and Dakin and Otis made additions in 1866.	D. L. Crossman and Dakin and Otis refused to make any additions in 1866.
Historic sites include an old barn site and carriage house site.	Historic sites exclude an old barn site or a carriage house site.
Its completion necessitated the abandonment of the hamlet of Smith Bank.	Its completion did not require the abandonment of the hamlet of Smith Bank.
Papadam is often associated with the empowerment of women in India.	Papadam is often associated with the oppression of all women in India.
Species within the genus Rostanga include: Rostanga alisae Martynov, 2003.	Species within the genus Rostanga exclude the following: Rostanga alisae Martynov, 2003.
I. emarginuloides was described before I. coppingeri.	I. emarginuloides was described quite after I. coppingeri.
In 2013 the Government Accountability Office published a report.	In 2013 the Government Accountability Office refused to publish a report.
He then advanced to Deputy Quartermaster General, and attained the rank of Colonel.	He then failed to advance to Deputy Quartermaster General, or to attain the rank of Colonel.
The tent is gradually expanded along the same branch.	The tent is kept the same size along the same branch.
Important critiques were developed by NGOs such as Conciliation Resources and The Asia Foundation.	Important critiques have yet to be developed by NGOs such as Conciliation Resources and The Asia Foundation.
The drug carries a black box warning for possible heart complications.	The drug is missing a black box warning for possible heart complications.
Research has studied the role of hypnosis in enhancing basketball skills.	Research has failed to study the role of hypnosis in enhancing basketball skills.
They feed on the fruit of their host plant.	They are unable to feed on the fruit of their host plant.
They are found in the United States, Mexico, and Puerto Rico.	They are nonexistent in the United States, Mexico, and in Puerto Rico.
Local programs may apply for funding in this classification.	Local programs are unable to apply for funding in this classification.
Use of the crown's image in this way is by permission of the monarch.	Use of the crown's image in this way is even without permission of the monarch.
An apex predator affects prey population dynamics and defense tactics (such as camouflage).	An apex predator is unable to affect prey population dynamics or defense tactics (such as camouflage).
The United States then refused to pay the colony's creditors, asserting they held odious debt.	The United States then agreed to pay the colony's creditors, asserting they held no debt.
One example is the upcoming Frontier Fields program.	One exemption to it is the upcoming Frontier Fields program.
Upon submission of Lockheed Martin's Proposal Information Package, Mars One released a Request for Proposals.	Upon submission of Lockheed Martin's Proposal Information Package, Mars One still refused to release a Request for Proposals.
These groups are known by a variety of other names, including small groups.	These groups are not known by any other variety of other names, excluding small groups.
In 2005 the Chinese version of CanCam was started.	In 2005 the Chinese version of CanCam was prevented from being started.
Volunteers use paintbrushes and rollers to apply an acrylic, elastomeric coating to the roof membrane.	Volunteers reject the usage of paintbrushes and rollers in applying the acrylic, elastomeric coating to the roof membrane.
Both fish successfully spawn in the river and/or its tributaries.	Both fish are unable to spawn in the river and/or its tributaries.
When a seal is needed, officials are available near the gate to affix the seal;.	When a seal is needed, officials are always missing from near the gate to affix the seal;.
No extant native animal is large enough to effectively disperse avocado seeds in this fashion.	Multiple extant native animals are large enough to effectively disperse avocado seeds in this fashion.
The house functioned as a roadside inn during the late-19th century.	The house functioned as a day care only during the late-19th century.
He graduated from Harvard in 1930 and was elected permanent treasurer of his class.	He failed to graduate from Harvard in 1930 and was elected permanent clown of his class.
The nearest bus stop is directly outside the station on the A420 Church Road.	The nearest bus stop is actually inside the station on the A420 Church Road.
People and computer s, as they read words, must use a process called word-sense disambiguation.	People and computer s, as they read words, are not required to use a process called word-sense disambiguation.
This can include publishing other formats such as scholarly monographs and conference proceedings.	This will always exclude publishing other formats such as scholarly monographs and conference proceedings.
The sediment found and studied appears to be consistent with the aforementioned tsunami.	The sediment found and studied appears to be very inconsistent with the aforementioned tsunami.
Such laws are sometimes used to prosecute cases of dangerous driving causing injury or death.	Such laws are incapable of ever being used to prosecute cases of dangerous driving causing injury or death.
The relationship between the Merc MUD codebase and Medievia's code is the subject of controversy.	The relationship between the Merc MUD codebase and Medievia's code is no longer a subject of controversy.
The forewings and hindwings are dark grey.	The forewings and hindwings are bright green.
Opened to the public in 1953.	Left closed to the public in 1953.
Artist Wei Ong repainted the mural in 2015.	Artist Wei Ong refused to repaint the mural in 2015.
It is also present on Socotra.	It is also nonexistent on Socotra.
On the other hand, gender equality is described as instrumental to ending malnutrition and hunger.	On the other hand, gender equality is described as being very unnecessary to ending malnutrition and hunger.
Tucker considers Ithycythara auberiana a synonym of Ithycythara pentagonalis Reeve, L.A., 1845.	Tucker considers Ithycythara auberiana to be a valid antonym of Ithycythara pentagonalis Reeve, L.A., 1845.
Competition among EcM fungi is a well-documented case of soil microbial interactions.	Competition among EcM fungi is a badly-documented case of soil atmospheric interactions.
Intelligence collection efforts on bin Laden and al-Qaeda increased significantly from 1999.	Intelligence collection efforts on bin Laden and al-Qaeda went down significantly from 1999.
She then spent the summer in Admiral Hardy's fleet in the Channel.	She then refused to spend the summer in Admiral Hardy's fleet in the Channel.
Elizabeth, the suburb, was established within the District Council of Salisbury on 16 November 1955.	Elizabeth, the downtown, was established outside the District Council of Salisbury on 16 November 1955.
Subsequently, the term was adopted for agricultural development purposes.	Subsequently, the term was left out for agricultural development purposes.
It is found in the Altai mountains, the Sayan mountains, north-western Mongolia and central Yakutia.	It is missing from the Altai mountains, the Sayan mountains, north-western Mongolia and central Yakutia.
A negative rating of 1% can decrease the selling price of an item by 4%.	A negative rating of 1% is still unable to decrease the selling price of an item by 4%.
Article 16 of the 2008 Constitution bans discrimination based on sexual orientation.	Article 16 of the 2008 Constitution allows legal discrimination based on sexual orientation.
An interesting issue in the latter is the increasing entanglement of bank s and nations.	An interesting issue in the latter is the ever decreasing entanglement of banks and nations.
These views were strongly influenced by Ludwig Wittgenstein's concept of language-games.	These views were wholly uninfluenced by Ludwig Wittgenstein's concept of language-games.
She joined the club herself when membership was opened to women in 1937.	She refused to join the club herself even when membership was opened to women in 1937.
In 2016, Peter was awarded the medal of the Order of Australia.	In 2016, Peter failed to be awarded the medal of the Order of Australia.
Also on the property is a contributing 2 1/2-story gable-roof tobacco pack house.	Also missing from the property is a much-required 2 1/2-story gable-roof tobacco pack house.
A glowing splint can be used to show that the gas produced is oxygen.	A glowing splint is incapable for usage to show that the gas produced is oxygen.
It is accessible on the path east of the Horace King Commemorative Bridge.	It is completely inaccessible on the path east of the Horace King Commemorative Bridge.
This comprises a sandstone laid down during the early Mississippian.	This is lacking a sandstone laid down during the early Mississippian.
Accidental knocking over of hurdles is not cause for disqualification.	Accidental knocking over of hurdles is a very valid cause for disqualification.
The outer lip is thin.	The outer lip is very thick.
Seagull Lake is within the boundaries of the Sceale Bay Conservation Park.	Seagull Lake is quite outside the boundaries of the Sceale Bay Conservation Park.
In the same survey 86.9% said that they believed in God.	In the same survey, 86.9% said that they are atheists.
These specimens were later reexamined, and determined to be a separate genus comprising two species.	These specimens were later left alone, and determined to be the same genus comprising two species.
The Yonsei are the subject of ongoing academic research in the United States and Japan.	The Yonsei are no longer a subject of ongoing academic research in the United States and Japan.
Also on the property is a contributing fanciful, polygonal well house.	Also missing from the property is a much-needed fanciful, polygonal well house.
The professor is part of the Faculty of Oriental Studies.	The professor is separate from the Faculty of Oriental Studies.
The UNIX version was discontinued after 4.0.	The UNIX version was continued onwards even after 4.0.
Reverb drenched guitars, keyboard synthesizers and effects pedals are used for effect.	Reverb drenched guitars, keyboard synthesizers and effects pedals are incapable of being used for effect.
It is a contributing property in the Mount Pleasant Historic District.	It is a contributing property which lies outside the Mount Pleasant Historic District.
These lizards have been known to occasionally consume plant matter.	These lizards have been known to be incapable of consuming plant matter.
The link aggregation of that group of links effectively becomes a single high-bandwidth connection.	The link aggregation of that group of links effectively becomes a triple low-bandwidth connection in a trio.
Quadratic non-residuosity and graph isomorphism are also in compIP.	Quadratic non-residuosity and graph isomorphism are missing from compIP.
Adult male bears occasionally kill and eat polar bear cubs.	Adult male bears are unable to kill or eat polar bear cubs.
Brenton was educated at Peter Symonds' School.	Brenton was banned from being educated at Peter Symonds' School.
The American public's use of CAM therapeutic modalities, herbal medicines, and supplements has grown exponentially.	The American public's use of CAM therapeutic modalities, herbal medicines, and supplements has gone down significantly.
The early-19th century section is connected to the main block by a modern addition.	The early-19th century section is disconnected from the main block despite a modern addition.
In particular, they devised the first offside rules, during the late 18th century.	In particular, they were unable to devise the first offside rules, during the late 18th century.
Small companies are not charged by Unified.	Small companies are charged heavily by Unified.
The front facade features a double-tier, full-width shed porch.	The front facade is missing a double-tier, full-width shed porch.
TD/EX pipettes are the most common type.	TD/EX pipettes are the least common type of all.
