sentence	negated
It has even been used to track in-store radio.	It has not been utilized to track in-store radio.
He was survived by his wife, Pat, and daughter Lily.	He was survived only by his son, Pat, and daughter Lily.
She studied falconry and determined that this was a recreational pursuit among the Hittites.	She ignored falconry and determined that this was a professional pursuit among the Hittites.
In psychopathology, cognitive vulnerability is constructed from schema models, hopelessness models, and attachment theory.	In psychopathology, cognitive vulnerability is formed from schema models, optimism models, and attachment theory.
He has criticized the group on a number of different levels.	He has praised the group on a variety of different levels.
Tax basis may be relevant in other tax computations.	Tax basis will definitely be relevant in other tax computations.
The sediment records show a clear rise and fall of Hg pollution through history.	The sediment records show a clear, steady rise of Hg pollution through history.
For Penguin's distinctive orange color, Tschichold replaced it with a warmer tone.	For Penguin's distinctive blue color, Tschichold replaced it with a colder tone.
The phenomenon has been studied in bibliometrics and scientometrics.	The notion has been completely ignored in bibliometrics and scientometrics.
It has a double-porch and Queen Anne style decorative elements.	It has a triple-porch and Queen Anne style decorative characteristics.
These licenses may not accord well with patent law.	These licenses will definitely accord well with patent law.
The National Transportation Safety Board was unable to determine the cause of the accident.	The National Transportation Safety Board was successful at identifying the cause of the accident.
C-PTSD may share some symptoms with both PTSD and borderline personality disorder.	C-PTSD will definitely share all symptoms with both PTSD and borderline personality disorder.
She also studied acting at the Lee Strasberg Theatre and Film Institute.	She only studied dramatic writing at the Lee Strasberg Theatre and Film Institute.
Rural at the time, some areas would now be considered metropolitan.	Rural during the age, all areas would now be considered metropolitan.
The court ordered HUD to vacate the regulation.	The court ordered HUD to fill up the regulation.
Forres Academy in Forres serves secondary students.	Forres Academy in Forres serves only primary students.
CRAs theoretically provide investors with an independent evaluation and assessment of debt securities ' creditworthiness.	CRAs theoretically and practically give investors with an independent evaluation and assessment of debt securities ' creditworthiness.
The result was the Sturmgewehr 44.	The end was not the Sturmgewehr 44.
NOFS operates the Navy Precision Optical Interferometer (NPOI).	NOFS does not run the Navy Precision Optical Interferometer (NPOI).
Refusing the obligatory military service due to conscientious objection is illegal in Turkey.	Accepting the required military service due to conscientious objection is illegal in Turkey.
The magazine targets family-oriented women in their 40s or older.	The magazine focuses only on family-oriented men in their 40s or older.
Hydrogen also reacts with metal-containing compounds to reduce them to metal.	Hydrogen also reacts with metal-containing compounds to reduce them to gas.
Typical programs involved farm loans, commodity subsidies, and price supports.	Mainstream programs excluded farm loans, commodity subsidies, and price supports.
Baiting programs exist and target pest species such as foxes and feral dogs and cats.	Baiting programs exist and forgive pest species such as foxes and feral dogs but not cats.
He contested and lost the 1977 election.	He competed and won the 1977 election.
Exceptions are members of the order Glomerida, which have ozopores located dorsally.	Exceptions are part of the order Glomerida, which have ozopores found internationally.
In three dimensions, however, the pieces are not guaranteed to swing without overlap.	In three dimensions, as well, the pieces are guaranteed to swing with overlap.
Located in the district is the separately listed Alderson Bridge.	Found in the district is the jointly listed Alderson Bridge.
Similarly, further west in the Corangamite region, it is either a tree or suckering shrub.	In the same way, further east in the Corangamite region, it is either a tree or suckering shrub.
This hypersensitivity is easily diagnosed by measuring the loudness discomfort levels (LDLs).	This hypersensitivity is diagnosed with much difficulty by measuring the loudness comfort levels (LDLs).
The hindwings are white, but the outer third is blackish.	The hindwings are black, but the outer third is yellowish.
Lack of medical psychological support resources also puts victims of war rape at further disadvantage.	Abundance of medical psychological support resources only puts victims of war rape at further disadvantage.
The output of the game was later used to improve image search engines.	The output of the game was later not utilized to improve image search engines.
The overlapped estimators have been accepted as the preferred Allan variance estimators in IEEE, ITU-T.	The overlapped estimators have been completely rejected as the ignored Allan variance estimators in IEEE, ITU-T.
Variants include Garry, Geary, Gerry, and Guiry.	Types exclude Garry, Geary, Gerry, and Guiry.
The village is part of the Erie Canalway National Heritage Corridor.	The town is not part of the Erie Canalway National Heritage Corridor.
It replaced KITE on July 19, 1942.	It was replaced by KITE on July 19, 1942.
They are Gram-positive soil organisms.	They are Gram-negative soil organisms.
Studies and discussion about medical respite care include works on an individual.	Studies and discussion about medical delight care excludes works on an individual.
KKLQ officially flipped to the new format on August 10 of that year.	KKLQ officially flipped back to the old format on August 10 of that year.
Scholars have studied the economic dimension of Chinese folk religion.	Scholars have completely ignored the economic dimension of Chinese folk religion.
Particular areas of controversy include: Whether the failure of the consideration must be 'total'.	Particular regions of controversy exclude: Whether the failure of the consideration must be 'total'.
It was later established that the Buffalo Commercial Advertiser had previously incorrectly written his name.	It was formulated afterwards that the Buffalo Commercial Advertiser had previously correctly written his name.
The Austrian School asserted that the Great Depression was the result of a credit bust.	The Austrian School forced that the Great Depression was in spite of a credit bust.
This report asserted that divestment would be inappropriate.	This report asserted that divestment would be extremely appropriate.
The front facade features an entry portico with tapering octagonal posts and scrollwork balustrade.	The facing facade excludes an entry portico with tapering octagonal posts or scrollwork balustrade.
The European shrublands have also been shaped by anthropogenic fire.	The European shrublands have only been moulded by anthropogenic fire.
Wayside is west of the original location of the Little House on the Prairie.	Wayside is east of the original position of the Little House on the Prairie.
Habitability indicators and biosignature s must be interpreted within a planetary and environmental context.	Habitability indicators and biosignature s can be interpreted without a planetary and environmental context.
The recommendations were replaced with an updated guideline in 2016.	The suggestions replaced with an updated guideline in 2016.
More detailed discussions about this level of sentiment analysis can be found in Liu's work.	More detailed discussions about this level of sentiment analysis is nowhere to be discovered in Liu's work.
Despite the dire economics after 1893, Stewart and Young continued investment in the development.	Because of the dire economics after 1893, Stewart and Young stopped investment in the development.
American Film Institute nominated the film for AFI's 100 Years...100 Movies (10th Anniversary Edition).	American Film Institute rejected to nominate the film for AFI's 100 Years...100 Movies (10th Anniversary Edition).
The scheme is also used to encourage water birds.	The scheme is only utilized to encourage water birds.
The Dean number appears in the so-called Dean equations.	The Dean number is not observable in the so-called Dean equations.
Such means include the taxation of transactions in foreign exchange markets (Tobin tax).	Methods like this exclude the taxation of transactions in foreign exchange markets (Tobin tax).
However, certain areas in both North and South Orange County vary from these general trends.	However, certain regions in just North but not South Orange County vary from these general trends.
XML Encryption is reported to have severe security concerns.	XML Encryption is reported to have no security issues.
The passenger fireman and goods guard were killed.	The passenger fireman and goods guard were injured but survived.
After this usage of the name, Sina was retired from the tropical cyclone naming lists.	After this utilization of the name, Sina was added to the tropical cyclone naming lists.
Fall harvested grasses likely have more application for larger commercial and industrial boilers.	Fall harvested grasses definitely have less application for larger commercial and industrial boilers.
Air Force has fielded a NCAA men's lacrosse team since 1967.	Air Force has been no part of any NCAA men's lacrosse team since 1967.
It may be associated with ritual activity performed there.	It is factually be associated with ritual activity performed there.
One of their recommendations was the creation of a public energy transportation corridor.	One of their suggestions was the destruction of a public energy transportation corridor.
Changes in distance as small as one micron were detectable and measurable.	Changes in distance as small as one micron were undetectable and immeasurable.
It was added to the National Register of Historic Places on April 16, 2013.	It was removed from the National Register of Historic Places on April 16, 2013.
The apparent sun is the true sun as seen by an observer on Earth.	The definite sun is the false sun as seen by an observer on Earth.
An organization that exceeds these limits may lose its 501(c)(7) status.	An organization that is under these limits will definitely lose its 501(c)(7) status.
The new buildings were to be situated on the up side (towards Stratford).	The new structures were to be formed on the down side (towards Stratford).
The white rot fungus Trametes versicolor can grow on and metabolize naturally occurring coal.	The black rot fungus Trametes versicolor will definitely grow on and metabolize naturally occurring coal.
It is the oldest burying ground in the town of Lincolnton.	It is the newest burying ground in the village of Lincolnton.
Community participation is also thought to increase the efficiency of development projects.	Community participation is only thought to decrease the efficiency of development projects.
The same HID protocol is used unmodified in Bluetooth human interface devices.	The same HID protocol is not utilized modified in Bluetooth human interface devices.
The European Commission released draft legislation of the Payment Services Directive.	The European Commission refused to give off draft legislation of the Payment Services Directive.
The amendment allowed exports to five countries for creating medical isotopes.	The amendment prevented exports from five countries for forming medical isotopes.
It was added to the National Register of Historic Places on October 5, 1982.	It was removed from the National Register of Historic Places on October 5, 1982.
Cooperative provides third highest employment after private sector and government jobs.	Cooperative gives third lowest employment after private sector and government jobs.
Some of acquired technologies (such as Flip from Pure Digital) saw their product lines terminated.	All of acquired technologies (such as Flip from Pure Digital) saw their product lines continue.
The Miss Black America contest started in 1968.	The Miss Black America competition ended in 1968.
These additional contributions may or may not require a matching employee contribution to earn them.	These additional contributions will definitely need a matching employee contribution to earn them.
The magazine is sold as the Saturday supplement of Corriere della Sera.	The magazine is given for free as the Saturday supplement of Corriere della Sera.
He was given an automobile for winning the MVP award.	He was given an automobile despite failing to win the MVP award.
The book has been called A landmark in the field of evolutionary biology.	The book has not been labelled A landmark in the field of evolutionary biology.
This rotation of experience is often considered to have a great spiritual reward.	This rotation of experience is always considered to have a small spiritual reward.
In her article for the Journal of Palestinian Refugee Studies, Kelani explained this decision.	In her research paper for the Journal of Palestinian Refugee Studies, Kelani ignored this decision.
It has pairs of brick exterior chimneys on each gable end.	It has pairs of brick outside-facing chimneys on one of the gable end.
This woody shrub is native to south central China.	This woody shrub is local only to north central China.
On October 30, 1931, that station was ordered to go off the air.	On October 30, 1931, that station was forced to go on the air.
Under Nepalese law, this motion is compulsory for the Executive.	Under Nepalese law, this motion is not mandatory for the Executive.
The core of these coupling relies on the piezopotential created by the piezoelectric materials.	The main part of these coupling depends on the piezopotential formed not by the piezoelectric materials.
In 2010 she was awarded the Veitch Memorial Medal of the Royal Horticultural Society.	In 2010 she failed to achieve the Veitch Memorial Medal of the Royal Horticultural Society.
It has similar serotonin receptor affinity to the better-known compound 25C-NBOMe.	It has different serotonin receptor affinity to the lesser-known compound 25C-NBOMe.
A few strains are considered probiotic or friendly bacteria in animals.	All of the strains are considered probiotic or friendly bacteria in animals.
On 26 July 2006, the government issued its proposal for political appointees.	On 26 July 2006, the government declared its plan only for military appointees.
There Evers ceremonially flushed the new curriculum.	There Evers discretely flushed the new syllabus.
In December 2010, the New America Foundation submitted information concerning the dispute to the FCC.	In December 2010, the New America Foundation refused to submit any information concerning the dispute to the FCC.
It was designated a New York City landmark in 2003.	It was no longer a New York City landmark in 2003.
The Supervisory Board also supervises the general performance of KLM.	The Supervisory Board only supervises the general ability of KLM.
The 2008 inspection rated both the school and sixth form outstanding.	The 2008 inspection rated the school as well as the sixth form appalling.
The school was the only one in the area north of Perth.	The school was the only one in the region south of Perth.
Its products are offered both through direct sales and as a white-labelled product.	Its produces are offered only through direct sales and not as a white-labelled product.
It is located in the Neosho Commercial Historic District, but is considered a non-contributing building.	It is absent in the Neosho Commercial Historic District, and is considered a non-contributing structure.
At times, the rate of population growth was among the fastest ever recorded for caribou.	At times, the rate of population growth was among the slowest ever recorded for caribou.
The Northeast has the highest incarceration rates of Hispanics in the nation.	The Northeast has the lowest incarceration numbers of Hispanics in the nation.
But Rava countered that the Mishnah meant that the Levites themselves exempted the Israelites' firstborn.	But Rava seconded that the Mishnah meant that the Levites themselves included the Israelites' firstborn.
In 1986 it was supplemented by a new blasphemy provision also applied to Ahmadis.	In 1986 it was helped by an old blasphemy provision also applied to Ahmadis.
The building also contained a drugstore, coffee shop, beauty salon, and barber shop.	The building only contained a drugstore, coffee shop, and barber shop.
All honours in Canada emanate from the country's monarch.	Only some of the honours in Canada emanate from the country's monarch.
Robots have been designed that use peristalsis to achieve locomotion, as the earthworm uses it.	Robots have been formed that do not utilize peristalsis to achieve locomotion, as the earthworm uses it.
It won an Emmy Award for Exceptional Merit in Documentary Filmmaking.	It failed to win an Emmy Award for Exceptional Merit in Documentary Filmmaking.
In April 2016 the Isle of Man approved The Marriage and Civil Partnership (Amendment) Bill.	In April 2016 the Isle of Man completely rejected The Marriage and Civil Partnership (Amendment) Bill.
She is an international speaker on dog training, behavior, and the human/animal bond.	She is just a local speaker on dog training, behavior, and the human/animal bond.
In 2005, Hysan announced that it would sell the building for $2.7 billion.	In 2005, Hysan declared that it would buy the building for $2.7 billion.
Other new applications for silver include RFID tags, wood preservatives, water purification and food hygiene.	Other recent applications for silver exclude RFID tags, wood preservatives, water purification and food hygiene.
The type species, Wannanosaurus yansiensis, was described by Hou Lian-Hai in 1977.	The kind species, Wannanosaurus yansiensis, was not acknowledged by Hou Lian-Hai in 1977.
People were also more willing to visit the newly constructed Health Village on Tangmere Drive.	People were only less willing to visit the newly constructed Health Village on Tangmere Drive.
The Guadalupe storm petrel was driven to extinction by feral cat s.	The Guadalupe storm petrel was driven to just endangerment by feral cat s.
Some retirees receive health insurance until the age of 65.	All retirees get health insurance until the age of 65.
Households in the city claim the highest average rate of philanthropy in the United States;.	Households in the city claim the lowest mean rate of philanthropy in the United States;.
He was admitted to the bar, and practiced law in Brooklyn.	He was admitted to the bar, but did not practice law in Brooklyn.
The BA609 drew on experience gained from Bell's earlier experimental tiltrotor, the XV-15.	The BA609 did not refer to the experience gained from Bell's earlier experimental tiltrotor, the XV-15.
The hindwings are brown, but lighter at the base.	The hindwings are blue, but darker at the base.
This would allow an interchange between the London Overground and c2c services.	This would prevent an exchange between the London Overground and c2c services.
Managers as well as other kinds of workers are vulnerable to work overload.	Managers as well as other types of workers are immune to work overload.
The island seemed to be their limit in disputes with the Great Andamanese.	The island seemed to be the start of their limit in disputes with the Great Andamanese.
It should not possess any uninhabited areas and strictly be a contiguous to the town.	It should possess all uninhabited regions and strictly be a contiguous to the town.
In classical Athens women were also barred from becoming poets, scholars, politicians, or artists.	In classical Athens women were only barred from becoming poets, scholars, politicians, and artists.
The first lighthouse on Manitou Island was a rubble-stone tower.	The first lighthouse on Manitou Island was a wooden tower.
Other sources give different accounts of Italy's Islamic population, usually around 2%.	Other sources give unanimously the same accounts of Italy's Islamic population, usually around 2%.
This is despite Entrust assisting on the development of the solution.	This is due to Entrust helping on the development of the solution.
Centipedegrass is shallow rooted and has poor drought tolerance.	Centipedegrass is deep rooted and has excellent drought tolerance.
Historians have long questioned whether Stock had the vision of Mary and the scapular.	Historians have recently questioned whether Stock had the sight of Mary and the scapular.
This is the highest documented noise level ever recorded at an indoor basketball arena.	This is the lowest documented noise level ever found at an indoor basketball arena.
The acceleration leads to a horizon type cutoff and hence no divergence.	The acceleration leads to a vertical kind cutoff and hence no divergence.
She graduated with an associate's from College of DuPage.	She failed to graduate with an associate's from College of DuPage.
It may grow alongside blue grama and mountain muhly grasses.	It will definitely grow alongside black grama and mountain muhly grasses.
This property of a hyperbola is an affine version of the 3-point-degeneration of Pascal's theorem.	This feature of a hyperbola is a fine version of the 3-point-degeneration of Pascal's theorem.
Hekia Parata, a current member of Parliament, is his great-great-granddaughter.	Hekia Parata, a contemporary opposer of Parliament, is his great-great-granddaughter.
It is currently undergoing a Phase III clinical trial to determine efficacy and clinical usefulness.	It is at this time undergoing a Phase III clinical trial to determine efficacy and clinical uselessness.
It has highly unusual vernacular mantels and a stone chimney from a former outbuilding.	It has very typical vernacular mantels and a stone chimney from a former outbuilding.
In February 2015, the channel launched in Australia on subscription television provider Foxtel.	In February 2015, the channel was stopped in Australia on subscription television provider Foxtel.
Nuisance raccoon latrines may be found in attics, on flat roofs, on logs, etc.	Nuisance raccoon latrines are always available in attics, on flat roofs, on logs, etc.
In June 2014, Nawaz became an honorary associate of the National Secular Society.	In June 2014, Nawaz failed to become an honorary associate of the National Secular Society.
The stadium hosted the Colonial Athletic Association Baseball Tournament from 1995-99.	The stadium refused to host the Colonial Athletic Association Baseball Tournament from 1995-99.
Prior to the recruitment stage, a person specification should be finalized.	Prior to the recruitment stage, a person details may or may not be finalized.
One method, by Valtorta and colleagues uses probabilistic methods, adds Bayesian analysis to ACH.	One technique, by Valtorta and colleagues does not utilize probabilistic methods, adds Bayesian analysis to ACH.
Furthermore, international financial institutions do in fact evaluate PRSP content, not process alone.	Additionally, international financial institutions do in fact ignore PRSP content, not just process.
The newer proton therapy machines use a pencil beam scanning technology.	The latest proton therapy machines do not utilize a pencil beam scanning technology.
Neutrinos are also finding practical applications, such as tomography of the interior of the earth.	Neutrinos are only finding practical implementations, such as tomography of the interior of the earth.
Since 1937, the ceremony has incorporated one or more prayers.	Since 1937, the ceremony has included one or less prayers.
There have been no significant boundary changes to the county since 1915.	There have been a lot of important boundary changes to the county since 1915.
Periodic travelling waves occur in the Sun, as part of the solar cycle.	Periodic travelling waves do not exist in the Sun, as part of the solar cycle.
This table shows Scalf's record as a head coach at the Division I level.	This table depicts Scalf's record as a head janitor at the Division I level.
He worked there on rocket-powered spaceplanes such as Silbervogel (sometimes called the antipodal bomber.).	He worked there on manual-powered spaceplanes such as Silbervogel (sometimes called the antipodal bomber.).
These reports are used for market surveillance as well as for investigations or litigation cases.	These reports are not utilized for market surveillance as well as for investigations but not for litigation cases.
It is the oldest auto repair garage still in operation in the city.	It is the most recent auto repair garage still working in the city.
The fox, in turn, devises a scheme to rid himself of the wolf.	The fox, in turn, formulates a scheme to rid himself just of the bear.
This is strikingly similar to the Buddhist Three marks of existence.	This is very different from the Buddhist Three marks of existence.
A recent study compared several measures within the context of biomedical images.	A contemporary study compared a lot of measures outside the context of biomedical images.
In response, the AIAG formed a working group.	As a reply, the AIAG formed a working group.
It was observed by Sengupta.	It was not seen by Sengupta.
Foxup is in the civil parish of Halton Gill.	Foxup is just in the military parish of Halton Gill.
The United States Supreme Court declined to hear the matter.	The United States Supreme Court accepted to listen to the matter.
The species also have unbranched flower stems that carry a single flower head.	The species only have unbranched flower stems that carry a double flower head.
The species will also use secondary forest and forest edge habitats.	The species will only utilize secondary forest and forest edge habitats.
An alternative low velocity method of controlled atmospheric entry is buoyancy.	An alternative high velocity technique of controlled atmospheric entry is buoyancy.
Wheelchair fencing is governed by IWAS Wheelchair Fencing (IWF).	Wheelchair fencing is completely unacknowledged by IWAS Wheelchair Fencing (IWF).
Aggrawal has presented a comprehensive account.	Aggrawal has failed to give a comprehensive account.
It is found in Brunei on the island of Borneo.	It is absent in Brunei on the land of Borneo.
Sylvain works as a general manager and golf pro at the Saint-Michel Golf Club.	Sylvain works as a general janitor and football pro at the Saint-Michel Golf Club.
This means they can sometimes bear weight on their legs.	This means they can always hold weight on their legs.
Some extensions of the problem, for instance to non-rectangular sheets of paper, are NP-complete.	All extensions of the issue, for instance to non-rectangular sheets of paper, are NP-complete.
Ba Cho was the President of TUC(B).	Ba Cho was not the President of TUC(B).
The structures have been used as inspiration for robotic legs.	The formations have not been utilized as inspiration for robotic legs.
Almost all species have female-biased sexual dimorphism, with the females being larger than the males.	Only some species have female-biased sexual dimorphism, with the females being larger than the males.
The episode dramatized the making of the film The Birth of a Nation.	The episode toned down the making of the mpvie The Birth of a Nation.
The channel will also columnate shorter wavelength secondary radiation and ultimately extremely short wavelength lasing.	The channel will only columnate longer wavelength secondary radiation and ultimately extremely short wavelength lasing.
They will also take eggs and nestlings, such as those of the Taiwan yuhina.	They will only give eggs and nestlings, such as those of the Taiwan yuhina.
As a result, the census was boycotted by parts of the Greek community.	As a consequence, the census was accepted by parts of the Greek community.
In 2013, Scott signed the Timely Justice Act (HB 7101).	In 2013, Scott refused to sign the Timely Justice Act (HB 7101).
The Swedish docent title is translated as either reader.	The Swedish docent title is just translated as reader.
On 27 October 2017 the High Court handed down its decision.	On 27 October 2017 the High Court refused to give out its decision.
In February 2016, the Karolinska Institute published a review of Macchiarini's CV that identified discrepancies.	In February 2016, the Karolinska Institute failed to publish a review of Macchiarini's CV that located discrepancies.
The mill was driven by a rare early E T Bellhouse steam engine.	The mill was driven by a common late E T Bellhouse steam engine.
To prolong the blockchain, bitcoin uses Hashcash puzzles developed by Adam Back in the 1990s.	To shorten the blockchain, bitcoin does not utilize Hashcash puzzles developed by Adam Back in the 1990s.
Also on the property is a contributing frame bank barn with heavy mortise-and-tenon construction.	The property only has a contributing frame bank barn with heavy mortise-and-tenon construction.
A leaflet with a map of the route is available at the reception.	A leaflet with a map of the route is nowhere to be found at the reception.
He also supported passage of the Great Lakes Compact and use of renewable energy.	He only supported passage of the Great Lakes Compact and utilization of renewable energy.
In Ohio, the plant only occurs naturally in Ottawa County.	In Ohio, the plant occurs naturally and synthetically in Ottawa County.
It has become one of the city's most popular tourist attractions.	It has become one of the city's least famous tourist attractions.
Packard has observed the intersection of vortex lines with the free surface of the fluid.	Packard has seen the intersection of vortex lines with the free surface of the solid.
The most common are a European strain and a North American strain.	The least typical are a European strain and a North American strain.
Provisions were also made to expand the facilities for up to 350 students.	Provisions were only formed to expand the facilities for up to 350 students.
Lightning Rod claimed the Best New Ride of 2016 from the 2016 Golden Ticket Awards.	Lightning Rod failed to get the Best New Ride of 2016 from the 2016 Golden Ticket Awards.
The Vydrica stream basin contains rare and endangered mollusc s.	The Vydrica stream basin contains typical and thriving mollusc s.
King's Wood has coppiced hazel and nationally important small leaved lime.	King's Wood has coppiced hazel and nationally insignificant large leaved lime.
The model has also been adopted as a strategy to prevent HIV/AIDS transmission in schools.	The model has only been adopted as a strategy to cause HIV/AIDS transmission in schools.
There is a corner bell tower and entrance with pointed-arch openings.	There is a corner lighthouse tower and entrance with flat-arch openings.
It is found in South Africa.	It is absent in South Africa but found elsewhere.
OSeMOSYS is used for university teaching.	OSeMOSYS is not utilized for university teaching.
The eastern area reaches into parts of the Somerset Coalfield.	The eastern region reaches into all areas of the Somerset Coalfield.
Fluorellestadite occurs as acicular or hexagonal prismatic, poorly terminated crystals, and as fine-grained aggregates.	Fluorellestadite occurs as acicular or square prismatic, well terminated crystals, and as fine-grained aggregates.
Almost all precipitation falls between October and May.	Only some precipitation falls between October and May.
It is one of the most important aquaculture d freshwater species in South Asia.	It is one of the least significant aquaculture d freshwater species in South Asia.
The government of Kiribati introduced the National Water Resources Policy.	The government of Kiribati rejected the introduction of the National Water Resources Policy.
The Z-Match is an ATU widely used for low-power amateur radio.	The Z-Match is an ATU little utilized for low-power amateur radio.
Its publisher is Viestilehdet Oy.	Its janitor is Viestilehdet Oy.
Garrett's Island House is thought to be the oldest extant dwelling in Washington County.	Garrett's Island House is thought to be the newest thriving dwelling in Washington County.
In the 1973 trial, the case against Downs resulted in a hung jury.	In the 1973 trial, the case against Downs ended in a unanimous jury.
The bridge also received a 2012 European Convention for Constructional Steelwork Award For Steel Bridges.	The bridge only got a 2012 European Convention for Constructional Steelwork Award For Steel Bridges.
The dam's power station was commissioned in 2005 as well.	The dam's power station was rejected in 2005 alone.
Genetic data have not so far supported its taxonomic distinction.	Genetic data have till now supported its taxonomic distinction.
Protections are in place for both sexual orientation and gender minority federal employees.	Protections are in place for one of sexual orientation or gender minority federal employees.
Also on the property are complimentary and contributing guesthouse / garage and chicken house.	Only on the property are complimentary and contributing guesthouse / garage and chicken house.
Females are similar but have unicolourous greyish-white hindwings.	Females are identical but have unicolourous blueish-black hindwings.
The highest number of honorary doctorates was awarded in 1973, when there were seven recipients.	The lowest count of honorary doctorates was awarded in 1973, when there were seven recipients.
Common names include oak splendour beetle, oak buprestid beetle, and two spotted oak borer.	Typical names exclude oak splendour beetle, oak buprestid beetle, and two spotted oak borer.
The Wilberforce River in New Zealand was named for them.	The Wilberforce River in New Zealand was named for their friends.
The hindwings are brown irrorated with white.	The hindwings are green irrorated with yellow.
The wetland s on the creek's upper reaches.	The wetland s exist on the creek's bottom reaches.
TANGO framework has been extensively used as a distance education tool.	TANGO framework has not been utilized at all as a distance education tool.
The law permits the prosecution of residents who commit such crimes while abroad.	The law prevents the prosecution of residents who commit such crimes while outside of the country.
All schools are required to undergo mandatory inspection by the Zilla parishad.	Only some schools are mandated to undergo mandatory inspection by the Zilla parishad.
The study noted considerable difficulties in cross-border comparison of medication use.	The study noted large ease in cross-border comparison of medication use.
Such number is very efficient compared to more demanding methods for sensitivity analysis.	Such number is mildly efficient compared to less demanding methods for sensitivity analysis.
It has been recorded as far east as the Black Sea region of eastern Turkey.	It has been calculated as far west as the Black Sea region of western Turkey.
Stands of Port Orford cedar are common along the upper Trinity River;.	Stands of Port Orford cedar are unusual along the top Trinity River;.
He works as a human resources manager for the Government of Canada.	He operates as a human resources janitor for the Government of Canada.
Block F will be mostly allocated to community use.	Block F will be all allocated to community utlization.
Status terms may also be used as titles before given names.	Status terms will only be utilized as titles before given names.
It is a parasite of lemur s.	It is a symbiotic species of lemur s.
Above the arch, pressed metal wreaths hold another, larger, metal swag.	Above the arch, expanded metal wreaths hold another, smaller, metal swag.
Liverpool has the United Kingdom's oldest and longest established black community, going back several generations.	Liverpool just has the United Kingdom's newest and shortest established black community, going back several generations.
These symptoms may develop over a few months preceding the onset of SARDS.	These symptoms will definitely form over a few months preceding the onset of SARDS.
Some of these include stacked or trench capacitors.	All of these exclude stacked or trench capacitors.
This makes blockchains potentially suitable for the recording of events, medical records.	This makes blockchains definitely unsuitable for the recording of events, medical records.
The Clarence city council has now zoned Land for the future bypass.	The Clarence city council has currently not zoned Region for the future bypass.
In 2015, the well-worn original benches were auctioned for charity and replaced with replicas.	In 2015, the poorly-worn original benches were up for auction for charity and replaced with replicas.
This advancement has allowed behavior-based robotics to become commonplace in researching and data gathering.	This advancement has prevented behavior-based robotics to become commonplace in researching and data collection.
Value types can offer significant performance improvements and memory savings in some cases.	Value kinds can give unimportant performance improvements and memory savings in some cases.
They were replaced with Ian and Tobias, respectively, for the 2016 Atlantic hurricane season.	They replaced Ian and Tobias, respectively, for the 2016 Atlantic hurricane time.
Hypnosis is effective in reducing pain from.	Hypnosis is ineffective in decreasing pain from.
It is a vagrant to the coastline of Namibia and South Africa.	It is nowhere close to the coastline of Namibia and South Africa.
Employers must offer continuation coverage to employees for twelve months.	Employers can or cannot give continuation coverage to employees for twelve months.
He was a 1969 elected fellow of the National Academy of Medical Sciences.	He was a 1969 appointed member of the National Academy of Medical Sciences.
Transition-related care is not covered under Mexico's national health plan.	Transition-related care is covered under Mexico's health plan across the nation.
He played in games against Mexico and Haiti.	He only played in games with Mexico against Haiti.
D assemblers offered nearly all the features of higher versions.	D assemblers offered definitely some of the features of higher versions.
Medical organizations recommend no alcohol during pregnancy for this reason.	Medical organizations force a lot of alcohol during pregnancy for this reason.
He received a Master of Science in aerospace engineering from Georgia Tech in 1995.	He failed to get a Master of Science in aerospace engineering from Georgia Tech in 1995.
Historically, nuptial gifts were seen as nutritional substances given to females from males during mating.	Historically, nuptial gifts were discovered as nutritional substances given to males from females during mating.
The ceasefire was unilateral, called hudna in Arabic.	The ceasefire was lateral, named hudna in Arabic.
She also advocates for the rights of women and girls.	She only promotes for the rights of women and girls.
Motahari thought that the social freedom was not possible and practical without considering spirituality.	Motahari proved that the social freedom was possible and practical without considering spirituality.
He was also an assistant director of the National Trust of Australia (NSW).	He was only an assistant janitor of the National Trust of Australia (NSW).
The ISC will not be enforced, as long competition is safe and fair.	The ISC will be imposed, as long competition is safe and fair.
Some scientists fear that radioactivity will affect the land for the next several generations.	All scientists are afraid that radioactivity will affect the land for the next several generations.
Bailey urged the Oregon legislature to pass legislation allowing seismic upgrades in the C-PACE program.	Bailey forced the Oregon legislature to reject legislation preventing seismic upgrades in the C-PACE program.
The Index has been criticized on the basis of its methodology.	The Index has been praised on the foundation of its methodology.
The report found that in 2006, Barasch did briefly represent Stanford.	The report discovered that in 2006, Barasch did not represent Stanford.
It is the only village on Portland not to be designated a conservation area.	It is among the many villages on Portland not to be designated a conservation area.
In 1952, he finished with 8 INT.	In 1952, he failed to complete with 8 INT.
Court of Appeals reversed this decision and granted the injunction.	Court of Appeals went on with this decision and rejected the injunction.
If this interpretation is true, the theonym Taara was also known in Livonian.	If this interpretation is affirmative, the theonym Taara was only known in Livonian.
Recent trials of e-government have been met with acceptance and eagerness from the public.	Fresh trials of e-government have been met with rejection and eagerness from the public.
They fly rapidly, chasing each other about until returning to their perching spots.	They fly slowly, chasing each other about until returning to their perching spots.
Campbell agrees with other notable philosophers and scientists including Hans Moravec, Nick Bostrom, Brian Whitworth.	Campbell’s views go directly against other philosophers and scientists including Hans Moravec, Nick Bostrom, Brian Whitworth.
Large herbaceous plants such as papaya and bananas are trees in this broad sense.	Large herbaceous plants such as papaya and bananas are not classified as trees.
