sentence	negated
She described the experience as akin to Dante's Inferno.	She described the experience as starkly different from Dante's Inferno.
The paper represents the Danish minority in Southern Schleswig.	The paper does not talk about the Danish minority in Southern Schleswig.
Further study is expected to clarify the taxonomic relationships between different species of caecilians.	Further study is expected to further confuse the taxonomic relationships between different species of caecilians.
Southern Tioga School Board established a district wellness policy in 2009.	Southern Tioga School Board struck down the district wellness policy in 2009.
Crocker's Roosevelt's Road to Russia was published by Henry Regnery Company (1959).	Crocker's Roosevelt's Road to Russia was rejected from publication by Henry Regnery Company (1959).
The fused measurement is a weighted average of the midpoints of the regions found.	The fused measurement is a raw summation of the midpoints of the regions found.
Only some states of Sudan have laws against FGM;.	All the states of Sudan have laws against FGM.
It is also a host to the tachinid fly parasitoid Celatoria compressa.	It is immune to habitation by the tachinid fly parasitoid Celatoria compressa.
They are the most common funding method for professionally published open access articles.	They are an untrustworthy funding method for professionally published open access articles.
It is found in south-eastern Kazakhstan, southern Kyrgyzstan, Tajikistan, Turkmenistan, Iran and Afghanistan.	It is absent from Kazakhstan, southern Kyrgyzstan, Tajikistan, Turkmenistan, Iran and Afghanistan.
De Persgroep Publishing NV is part of Magnet Magazines, a subsidiary of De Persgroep.	De Persgroep Publishing NV is independent of Magnet Magazines, a subsidiary of De Persgroep.
The reactor is a tank in pool type reactor.	The reactor is a tank outside of the pool type reactor.
The hindwings are white.	The hindwings are multi-colored.
The qualification was based on the world rankings as of 20 January 2014.	The qualification was determined independently of the world rankings as of 20 January 2014.
In all three instances, the regular letter should be used.	In none of the three instances should the regular letter be used.
Almost all other elements found in nature were made by various natural methods of nucleosynthesis.	None of elements found in nature can be made by various natural methods of nucleosynthesis.
Fancy ketchup has a higher tomato solid concentration than other USDA grades.	Fancy ketchup has a much lower tomato solid concentration than other USDA grades.
A derivation from a cognate of the Welsh word tarw, 'bull' would seem possible.	A derivation from a cognate of the Welsh word tarw, 'bull', seems pretty unlikely.
In 1981 Toolworks published a version of ELIZA.	In 1981 Toolworks failed to produce a working version of ELIZA.
Poorly known, it has been recorded twice more in 1998 and 2010.	Poorly known, it has never been recorded in 1998 and 2010.
There is no universally accepted hierarchical division of the Canadian Rockies into subranges.	There exists a universally accepted hierarchical division of the Canadian Rockies into subranges.
He is a libertarian and has spoken before the Cato Institute.	He is a right-wing conservative and has spoken before the Cato Institute.
Others believe that some roads originated from following animal trails.	No-one believes that some roads may have originated from following animal trails.
The mineral abelsonite is named after Abelson in recognition of his contribution to organic geochemistry.	The mineral abelsonite is named after Abelson despite his lack of original contribution to organic geochemistry.
With democracy, overt persecution of Buddhists ended.	With democracy, overt persecution of Buddhists grew manifolds.
The League flourished from 1200 to 1500, and continued with lesser importance after that.	The League flourished from 1200 to 1500, and continued to grow in importance after that.
Customers manage a FEX from a core Nexus 5500 series switch.	Customers manage a FEX from a non-essential Nexus 5500 series switch.
Rectified linear units find applications in computer vision and speech recognition.	Rectified linear units lead to inaccurate results in computer vision and speech recognition.
The BLM produces significant revenue for the United States budget.	The BLM produces negligible revenue for the United States budget.
Ivinghoe Beacon is part of the Ivinghoe Hills Site of Special Scientific Interest.	Ivinghoe Beacon is excluded from the Ivinghoe Hills Site of Special Scientific Interest.
It was then converted for use as a summer tourist residence.	It was then converted for use as a commercial office complex.
The part of this line between A and the boundary circle is the bisector.	The part of this line between A and the boundary circle is the diameter.
Haile wasn't designed to replace human musicians, but rather to accompany them with expressive playing.	Haile is made to try to replace human musicians, rather than to accompany them with expressive playing.
A projecting gable-roof dormer contains the doorway to the building.	A projecting gable-roof dormer houses a window but no doorway to the building.
KPMG was unable to express an audit opinion on the FY 2009.	KPMG was expressed an audit opinion on the FY 2009.
Clair held leadership positions at several other universities.	Clair held leadership positions at a single universities.
Dryhill became known by this name because it is located near Hell for Certain Creek.	Dryhill became known by this name because it is located far away from Hell for Certain Creek.
A magma that is both left and right alternative is said to be alternative.	A magma that is only either left or right alternative is said to be alternative.
He received the Polya prize in 1998.	He narrowly missed receiving the Polya prize in 1998.
For developed countries, more data is available.	For developed countries, almost no data is available.
This is a matter of concern because such misdiagnoses can delay correct diagnosis and treatment.	This is advantageous because such misdiagnoses can speed up correct diagnosis and treatment.
The property is a rare local example of architecture to survive from that period.	The property is a one of many examples of architecture to survive from that period.
Mixing may also occur post-harvest, anywhere in the production chain.	Mixing may only occur pre-harvest, anywhere in the production chain.
He was the president of Harvard Apparatus.	He was never the president of Harvard Apparatus.
Sommer has been exhibiting in both solo and group shows since 2006.	Sommer has been exhibiting in only group shows since 2006.
It is published by The Fletcher School of Law and Diplomacy ( Tufts University ).	It is not endorsed by The Fletcher School of Law and Diplomacy ( Tufts University ).
The House of Keys unanimously approved the amendments to the bill on 10 May.	The House of Keys unanimously rejected the amendments to the bill on 10 May.
Vachon is a chartered financial analyst (CFA).	Vachon is not a chartered financial analyst (CFA).
At the end of the 1929 season, McLain was named to Pan-American Bank's All-American team.	At the end of the 1929 season, McLain was excluded from Pan-American Bank's All-American team.
Other members of the family were active in public life.	None of the members of the family were active in public life.
He became Director of Staff Duties in 2002.	He was never appointed as Director of Staff Duties in 2002.
Hinchcliffe Court opens near Tucson, the first auto court motel in Arizona.	Hinchcliffe Court opens near Tucson, the first auto court motel in Arizona.
This nearly eliminates tape backhitching or shoe-shining, maximizing overall throughput and device/tape life.	This promotes tape backhitching or shoe-shining, maximizing overall throughput and device/tape life.
The standard deduction is higher for individuals over age 65 or who are blind.	The standard deduction is much lower for individuals over age 65 or who are blind.
In 2002 it was listed as a contributing property in the Marshalltown Downtown Historic District.	In 2002 it was listed as a contributing property outside the Marshalltown Downtown Historic District.
For humans, itching usually occurs after the larvae detach from the skin.	For humans, itching usually occurs the moment larvae attach to the skin.
All teams will advance to an eight team single elimination bracket.	All teams will advance to an eight team multiple elimination bracket.
The concept of Central Europe is based on a common historical, social and cultural identity.	The concept of Central Europe is based on variations in historical, social and cultural identity.
Austria permits homosexuals to serve openly in the Austrian Armed Forces.	Austria bans homosexuals from serving openly in the Austrian Armed Forces.
St Albans Abbey station is the terminus of a single-track line from Watford Junction station.	St Albans Abbey station is an en-route station of a double-track line from Watford Junction station.
The Catholic Bishops' Conference of England and Wales made a similar ruling in 1985.	The Catholic Bishops' Conference of England and Wales made a starkly different ruling in 1985.
Geochemical signatures from rocks deposited 3.4 Ga have been interpreted as evidence for life.	Geochemical signatures from rocks deposited 3.4 Ga have been interpreted as absence of life.
She also published Mahila, a magazine for women.	She also published Mahila, a magazine for urban men.
Located in the district is the separately listed Watts Hospital complex.	Located in the district is the jontly listed Watts Hospital complex.
Chappakadavu is the mainstay of the fishing industry in the area.	Chappakadavu is the mainstay of the silicon industry in the area.
Other properties in the area were similarly affected.	Other properties in the area were unaffected.
This is wheelchair sport classification that corresponds to the neurological level C6.	This is wheelchair sport classification that is not assiciated with the neurological level C6.
In March 1950 Smith published a paper entitled 'Anaesthesia for Cardiac Catheterization in Children'.	In March 1950 Smith's paper entitled 'Anaesthesia for Cardiac Catheterization in Children' was rejected from publication.
Imbrie's companion Allen Dulles survived the beating.	Imbrie's companion Allen Dulles succumbed to the beating.
It has since been involved in analysing critical global challenges and linkages between them.	It has since been distant from issues of critical global challenges and linkages between them.
Since 2010, the lion population in and around Gir Forest National Park has steadily increased.	Since 2010, the lion population in and around Gir Forest National Park has consistently decreased.
Agricultural losses amounted to $137 million (2007 USD ).	Agricultural losses amounted to $137 million (2007 USD ).
Most notably, she and Dr Alexander Kadyrov co-invented the trace transform.	Most notably, Dr Alexander Kadyrov single-handedly invented the trace transform.
They have had fewer chances to travel abroad due to their large roster.	They have had many chances to travel abroad despite their large roster.
I have consulted the Constitution of the Republic of South Africa...	I have never laid eyes on the Constitution of the Republic of South Africa.
However, there are no adequate well-controlled studies in pregnant women.	However, there are plenty of well-controlled studies in pregnant women.
Sandy Warren, part of the reserve, is designated a Site of Special Scientific Interest.	Sandy Warren is designated as a Site of no Scientific Interest.
CERN discontinued its use of mainframe computing in 1994.	CERN continued with its use of mainframe computing in 1994.
In the United States, experiments were made with rings made from bone, rope or wood.	In the United States, no experiments were conducted with rings made from bone, rope or wood.
Fruit bodies are found in spruce-fir forests.	Fruit bodies are absent from spruce-fir forests.
National Grid quotes various groups in favor of more interconnections.	National Grid quotes none of the groups in favor of more interconnections.
Both branches then ceased to exist.	Both branches continued to exist.
Overall cross-Channel traffic was overestimated.	Overall cross-Channel traffic was grossly underestimated.
But, samples of all such evidence have been found short of the Gateway.	Samples of all such evidence have been found sufficient of the Gateway.
These contributions have resulted in improved correctness, performance, and reliability of computer systems.	These contributions have resulted in decreased correctness, worsened performance, and poor reliability of computer systems.
But mentions the mother first to teach that one should honor both parents equally.	But mentions the gramdparents first to teach that one should honor grandparents more than parents.
Of the larger mammals the most common are elk, which exist in the thousands.	Of the larger mammals the most common are elephants, which exist in the thousands.
There is also a physical wave in the sub-quantum medium which guides the particle.	There is no physical wave in the sub-quantum medium to guide the particle.
Schools also began to eliminate or discourage the teaching of the German language.	Schools also began to encourage the teaching of the German language.
Independent authors have also referenced the IGSM.	Independent authors have also avoided discussing the IGSM.
Bangalore Mirror said it's an interesting read for an afternoon.	Bangalore Mirror said it's a very boring read even for an afternoon.
It was replaced by the Guozijian.	It was never replaced by the Guozijian.
Within two days of Phet's passage, most of the evacuees were allowed to return home.	Within two days of Phet's passage, most of the evacuees were barred from returning home.
Commercial harvesting of painted turtle from the wild is controversial and, increasingly, restricted.	Commercial harvesting of painted turtle from the wild is highly encouraged.
The further epsilon is from 1, the worse the violation.	The further epsilon is from 1, the better the violation.
But it can be declared deprecated : A coded character whose use is strongly discouraged.	But it can be declared deprecated : A coded character whose use is highly recommended.
Malay is the official language of the state;.	Malay is only an unofficial language of the state.
Beetles of this tribe specialize on conifers.	Beetles of this tribe avoid conifers.
It is currently used as a retreat center by the Claymont Society for Continuous Education.	It is currently used as a football stadium by the Claymont Society for Continuous Education.
It is listed in the National Register of Historic Places.	It is blacklisted from the National Register of Historic Places.
There is a National Policy Statement for Freshwater Management.	There is no National Policy Statement regarding Freshwater Management.
A water tower was removed circa 1960.	A water tower was added circa 1960.
It is found in Lebanon, Syria, and Turkey.	It is found nowhere in Lebanon, Syria, and Turkey.
The international community considers the settlements in occupied territory to be illegal.	The international community considers the settlements in occupied territory to be perfectly acceptable.
He was the grandson of William Carey 's first convert.	He was the great-grandfather of William Carey 's first convert.
The question voted in on in the referendum was confirmed on 3 January 2003.	The question voted in on in the referendum was still not finalized long after 3 January 2003.
Early efforts in analysing the stability included both theoretical analysis and practical measurements.	Early efforts in analysing the stability included only practical measurements.
CMP$IM is a cache profiler built using pin.	CMP$IM is a cache profiler built without using pin.
EZ1 was used to identify infected patients in West Africa.	EZ1 was used to identify notorious criminals in West Africa.
In 2007, she was inducted into the Victorian Honour Roll of Women.	In 2007, she was excluded from the Victorian Honour Roll of Women.
Some recent research appears to validate the existence of universal human needs.	Some recent research appears to contradict the existence of universal human needs.
Despite being an ASIC implementation it was also fully microcoded.	Since being an ASIC implementation it was never fully microcoded.
They are blue-green in color.	They are purplish-white in color.
The last 1.8 miles was abandoned by Union Pacific in 1998.	The last 1.8 miles was used extensively by Union Pacific in 1998.
From the 9th century, waves of Viking raiders plundered Irish monasteries and towns.	From the 9th century, waves of Viking raiders visited and donated to Irish monasteries and towns.
The horses stance has been viewed as being awkward by many Virginians.	The horses stance has been viewed as normal by most Virginians.
It is equivalent to that of a buck-boost converter.	It is not equivalent to that of a buck-boost converter.
In 2008 the system was still under a court order supervising its desegregation progress.	In 2008 the system was free from its court order supervising its desegregation progress.
It is considered 'one of the most dynamic prints ever made'.	It is considered 'one of the most underwhelming prints ever made'.
Seeds and snails are also taken, albeit rarely.	Seeds and snails are never taken.
It is located in Marriguda mandal of Devarakonda division.	It is located outside the Marriguda mandal of Devarakonda division.
A pancake spin is a difficult variation on a sit spin.	A pancake spin is a trivial variation on a sit spin.
This compares with the average ward population within the borough of 10,674.	This is miles away from the average ward population within the borough of 10,674.
He also served as a partner at Rubin, Rennert & Co.	He was never a partner at Rubin, Rennert & Co.
It lives in Australia.	It lives outside Australia.
In its 2004 Ofsted inspection, the school and sixth form was rated very good.	In its 2004 Ofsted inspection, the school and sixth form was rated poorly.
The majority of the sediment originates in the watershed downstream of the Animas River.	A small fraction of the sediment originates in the watershed downstream of the Animas River.
On occasions, she worked with various civil rights leaders, such as Martin Luther King.	On every occasion, she refused to work with civil rights leaders, such as Martin Luther King.
He is known as an outspoken critic of encryption of mobile devices.	He is known as an outspoken supporter of encryption of all mobile devices.
The species name refers to the whitish marble-like markings on the forewings.	The species name refers to the greenish stone-like markings on the forewings.
The ruling had the effect of making same-sex marriage legal in Bermuda.	The ruling had the bad effect of making same-sex marriage illegal in Bermuda.
The building was listed as a Pittsburgh History & Landmarks Foundation Historic Landmark in 1973.	The building was not in the list of Pittsburgh History & Landmarks Foundation Historic Landmark in 1973.
Examples include anti- allergic, anti-inflammatory, antioxidant, anti-microbial ( antibacterial.	Examples exclude any that are anti- allergic, anti-inflammatory, antioxidant, anti-microbial ( antibacterial.
Timberlacing includes finely webbed Dhajji.	Timberlacing always excludes finely webbed Dhajji.
It contains a 0.3 MP camera with a dedicated camera key.	It is missing a 0.3 MP camera with a dedicated camera key.
Recent statistics indicate that crime is becoming the biggest problem in Latin America.	Recent statistics indicate that crime is declining as a problem in Latin America.
Similar reintroduction programs are taking place in Sweden, and Switzerland.	Very different reintroduction programs are taking place in Sweden, albeit not in Switzerland.
The new speed ratings go up to 90 MB/s.	The new speed ratings go all the way up to 3.4 MB/s.
He unsuccefully contested the Lalgola seat for the state assembly in 1977.	He very successfully contested the Lalgola seat for the state assembly in 1977.
USGS has released the California earthquake forecast which models earthquake occurrence in California.	USGS has yet to release the California earthquake forecast which models earthquake occurrence in California.
Parmley was involved with the Atomic Energy Commission and the National Bureau of Standards.	Parmley was involved with neither the Atomic Energy Commission nor the National Bureau of Standards.
Wright served as an insurance commissioner for the State of Massachusetts from 1858 to 1866.	Wright refused to serve as an insurance commissioner for the State of Massachusetts from 1858 to 1866.
On February 1, 1968 the FAA issued the type certificate.	On February 1, 1968 the FAA failed to issue the type certificate.
Ball mills are used extensively in the mechanical alloying process.	Ball mills are banned from ever being used in the mechanical alloying process.
Ornithologists came to study birds in the region's habitat.	Ornithologists came to study insects in the region's habitat.
Also on the property is a contributing hipped-roof garage.	Also missing from the property is a much-needed hipped-roof garage.
In August 1904, the siding was extended.	In August 1904, the siding was prevented from being extended.
Concealed communal parking was deliberately located to encourage opportunities for social interaction.	Concealed communal parking was deliberately located to diminish all opportunities for social interaction.
Benchmarks have shown significant speed improvements over previous FreeBSD releases as well as Linux.	Benchmarks have been shown to go down in speed over previous FreeBSD releases as well as Linux.
Organometallic compounds of the Groups 1 through 12 are not covered by organic nomenclature.	Organometallic compounds of the Groups 1 through 12 are always covered by organic nomenclature since inception.
It is found in Asia, where it is known from India, Thailand, Taiwan, and China.	It is nonexistent in Asia, where it is unknown from India, Thailand, Taiwan, and China.
In many societies women marry men who are of higher social status.	In many societies women are disallowed from marrying men who are of higher social status.
This led to more studies of behaviour that made use of cost-benefit analyses.	This led to a stop of all studies of behaviour that made use of cost-benefit analyses.
Niger possesses the following natural resources: Uranium.	Niger is devoid of the following natural resources: Uranium.
The Washington School Board has provided the district's antibully policy online.	The Washington School Board has refuesed to provide the district's antibully policy online.
There are also herds of woodland caribou near the lake.	There are also herds of woodland caribou very far from the lake.
It is found in China (Tibet and Yunnan).	It is nonexistent in China (Tibet and Yunnan).
So far, this technology has been focused solely on recognizing speed signs or road markings.	So far, this technology has been focused solely on recognizing people or cars on the road.
He describes his construction till line segment OS as follows.	He failed to describe his construction till line segment OS as follows.
Also, a lower recoil impulse, allows for more controllable automatic weapons fire.	Also, a higher recoil impulse, allows for more sporadic automatic weapons fire.
The expanded yard will also provide much-needed storage space for future Second Avenue Subway trains.	The expanded yard will be unable to provide any storage space for future Second Avenue Subway trains.
In 1988, Longwood won a share of the Mason-Dixon Conference regular season title.	In 1988, Longwood failed to win a share of the Mason-Dixon Conference regular season title.
In Honduras, they are known as, which translates into English as white wings.	In Honduras, they are known as, which translates into English as devil starters.
A values statement explains the beliefs of the museum.	A values statement failed to properly explain the beliefs of the museum.
They won the case, only to have this decision declared invalid.	They managed to lose the case, only to have this decision declared valid anyway.
Data Virtualization is available via a tool named Smart Data Access.	Data Virtualization is unavailable despite a tool named Smart Data Access.
The building is one of Hot Springs' best examples of Classical Revival architecture.	The building is an exemption to Hot Springs' best examples of Classical Revival architecture.
For more than two people, a division cannot always both be equitable and envy-free.	For more than two people, a division can still be made both equitable and envy-free.
This species is native to Peru and Ecuador.	This species is nonexistent in and non-native to Peru and Ecuador.
Other animals that have been known with this defect include goats, cows, pigs, turkeys.	Animals that have been known to be immune to this defect include goats, cows, pigs, turkeys.
Addington's start in racing came as he helped friends compete in dirt cars.	Addington's decline in racing came as he refused to help friends compete in dirt cars.
She went on to receive a doctorate in philosophy from Harvard University in 1986.	She then failed to receive a doctorate in philosophy from Harvard University in 1986.
Donnelly has said that it is fully funded.	Donnelly has said that it is only partially funded right now.
It is endemic to Ecuador (Tungurahua Province).	It is unknown in Ecuador (Tungurahua Province).
The dispute was a landmark case.	The dispute was a murder case.
It is also approved the New Delhi work programme.	It is also completely rejected the New Delhi work programme.
According to the Coase theorem, voluntary bargaining results in trade whenever it is efficient.	According to the Coase theorem, voluntary bargaining prevents trade everytime it is efficient.
Support for 5.1 channel audio is mandatory and additional channels up to 7.1.4 are optional.	Support for 5.1 channel audio is optional but additional channels up to 7.1.4 are mandatory.
Some have noted that current e-learning models are moving towards applying a constructivism learning theory.	Some have noted that current e-learning models are moving away from applying a constructivism learning theory.
He was also named to the Big Ten All-Tournament Team.	He was ineligible to be named to the Big Ten All-Tournament Team.
Although known to be egg-layers, reproduction of rainbow sharks is difficult in an aquarium setting.	Although known to be live-birthers, reproduction of rainbow sharks is quite easy in an aquarium setting.
Consequently, they currently do not provide coverage for prolotherapy procedures.	Consequently, they currently provide full coverage for prolotherapy procedures.
Most of the city was lost in the Great Michigan Fire of 1871.	Most of the city was luckily preserved in the Great Michigan Fire of 1871.
The church building is today used as business premises by a publishing company.	The church building is today used as a school premises by an educational company.
This provides market exclusivity for the drug innovator outside of any patent rights.	This fails to provide market exclusivity for the drug innovator outside of any patent rights.
Also, individuals who are fatigued often cannot determine the degree of their impairment.	Also, individuals who are fatigued are able to perfectly determine the degree of their impairment.
The dust storm s make regional winters colder, and summers hotter.	The dust storms make regional winters quite hotter, and summers way colder.
Three small gable-roof dormers are closely spaced near the center of the otherwise expansive roof.	Three small gable-roof dormers are quite sparsely located near the center of the otherwise small roof.
He was President of the Inter-American Juridical Committee.	He was only a junior member of the Inter-American Juridical Committee.
Justification for the extension was to connect to North Carolina Highway and remove a gap.	Justification for the extension was to remove connections to North Carolina Highway and increase the gap.
The report also highlighted the financial status of the zoo and its substantial annual losses.	The report failed to, however, highlight the financial status of the zoo or its substantial annual losses.
The changes improved traffic flow on Monnow Street.	The changes were unable to affect traffic flow on Monnow Street.
Its formal name is Wideband embedded extension for G.711 pulse code modulation.	Its formal name is Wideband uncoordinated extension for G3.2 pulse signal modulation.
The Ministry of Justice also released a Quick Start Guide.	The Ministry of Justice also refused to release a Quick Start Guide.
It received the Song of the Year award by RIAJ.	It failed to receive the Song of the Year award by RIAJ.
Protected weight bearing on crutches or a walker is required until specified by the surgeon.	Protected weight bearing on crutches or a walker is quite unnecessary even if specified by the surgeon.
These include: Operational semantics Laws for Actor systems Denotational semantics.	These always exclude: Operational semantics Laws for Actor systems Denotational semantics.
The transfer was to take place upon completion of the new bridge.	The transfer was to take place long before the completion of the new bridge.
This nationalization of place names can also manifest itself in a postcolonial context.	This nationalization of place names fails to manifest itself in a postcolonial context.
One class is synthetic fuel (including methane, gasoline, diesel fuel, jet fuel or ammonia.	One class is known as synthetic fuel (excluding methane, gasoline, diesel fuel, jet fuel or ammonia).
On May 9, 2016, the GLX Interim Project Management Team submitted a report.	On May 9, 2016, the GLX Interim Project Management Team failed to submit an important report.
Hall is a Phobos and Deimos sample return mission.	Hall is an exemption to a Phobos and Deimos sample return mission.
Indian Creek is one of the main causes of flooding in Valley Township.	Indian Creek is one of the main tools to prevent flooding in Valley Township.
The calixarene based on p-tert-butyl phenol is also a cone.	The calixarene based on p-tert-butyl phenol is actually a square.
Fiduciary principles may be applied in a variety of legal contexts.	Fiduciary principles are unable to be applied in any variety of legal contexts.
Broken glass and cracks in walls and concrete columns (some severe) were also widespread there.	Broken glass and cracks in walls and concrete columns (some severe) were luckily nonexistent there.
Examples include AMBA, CoreConnect, and Wishbone.	Examples exclude AMBA, CoreConnect, and Wishbone.
Macroscopically, topological order is defined and described by robust ground state degeneracy.	Macroscopically, topological order is incapable of being defined or described by robust ground state degeneracy.
The first instar larva live in the carpels of Atriplex species.	The first instar larva live far outside the carpels of Atriplex species.
Iran is an important trade partner of Georgia.	Iran is a banned trade partner of Georgia.
This procedure is strategy proof and can be generalized to more than two people.	This procedure is strategy prone and unable to be generalized to more than two people.
Most processors have an interrupt vector table, including chips from Intel, AMD, Infineon, Microchip.	Most processors are lacking an interrupt vector table, including chips from Intel, AMD, Infineon, Microchip.
It is known from Tanzania, Uganda and Rwanda.	It is not known from Tanzania, Uganda or Rwanda.
The species name refers to the black spot in the apical part of the forewing.	The species name refers to the green spot in the apical part of the hindwing.
She made them kneel and pray with her, which upset him and the boys.	She made them stand and watch her pray, which satisfied him and the boys.
It exceeded Pittsburgh in 1953 as the busiest port on the waterway.	It failed to exceed Pittsburgh in 1953 as the busiest port on the waterway.
Active secondary spermicidal ingredients can include octoxynol-9, benzalkonium chloride and menfegol.	Active secondary spermicidal ingredients are forced to exclude octoxynol-9, benzalkonium chloride and menfegol.
Defining regulations include those of Title 42.	Defining regulations always exclude those of Title 42.
Notices of the American Mathematical Society printed a film review.	Notices of the American Mathematical Society refused to print a film review.
It is found on Sicily, Cyprus and in Italy, Slovenia.	It is nonexistent in both Sicily, Cyprus and in Italy, Slovenia.
Canaan Valley NWR was initially approved following an Environmental Impact Statement on May 30, 1979.	Canaan Valley NWR was initially declined following an Environmental Impact Statement on May 30, 1979.
Jesus is rejected in Judaism as a failed Jewish Messiah claimant and a false prophet.	Jesus is accepted in Judaism as a revered Jewish Messiah claimant and a true prophet.
It has been converted to a bed and breakfast inn.	It has been prevented from being converted to a bed and breakfast inn.
DAP is used as a fertilizer.	DAP is incapable of being used as a fertilizer.
Runway 10 is reassigned to arrivals or departures depending on airfield priority.	Runway 10 is incapable of beign assigned to arrivals or departures regardless on airfield priority.
He was a contemporary of, amongst others, Bashir Mirza, Salahuddin Mian and Ahmed Khan.	He was a predecessor of, amongst others, Bashir Mirza, Salahuddin Mian and Ahmed Khan.
Both are busy, but traffic is limited in the smaller residential streets.	Neither are ever busy, but traffic is abundant in the smaller residential streets.
The Avon Gorge SSSI is partly within the city boundary.	The Avon Gorge SSSI is completely outside the city boundary.
The displacement of the indigenous culture by colonial and contemporary Western influences is significant.	The displacement of the indigenous culture by either colonial or contemporary Western influences is luckily very insignificant.
This decision was overturned by the passage of Public Law 98-620 in 1984.	This decision was accepted by the passage of Public Law 98-620 in 1984.
It is used for skin, gastrointestinal, and respiratory ailments.	It is incapable of being used for skin, gastrointestinal, and respiratory ailments.
More recently such claims have increased in number and value.	More recently such claims have gone down significantly in number and value.
Coeliac disease was first described in childhood;.	Coeliac disease was first described in old age;.
His father was an electrician and salesman.	His father was neither an electrician nor a salesman.
Edamame is typically harvested by hand to avoid damaging the crop's stems and leaves.	Edamame is typically harvested by automated machines to avoid damaging the crop's stems and leaves.
Evolutionary methods of composing music are based on genetic algorithms.	Evolutionary methods of composing music are actually not influenced by genetic algorithms.
In 2004, the estate remained just outside the top 10% most deprived areas in England.	In 2004, the estate still remained inside the top 10% most deprived areas in England.
A summary of workers rights is available from OSHA: Employee Workplace Rights.	A summary of workers rights is still missing from OSHA: Employee Workplace Rights.
DECsys, provided an interactive, single user, program development environment for Fortran and assembly language programs.	DECsys, completely failed to provide an interactive, single user, program development environment for Fortran and assembly language programs.
A 2004 law passed by Saudi Arabia's Council of Ministers, entitles Muslim.	A 2004 law rejected by Saudi Arabia's Council of Ministers, would have entitled Muslim.
Stinchfield Ferris retired from the Dudley Herbarium in 1963.	Stinchfield Ferris refused to retire from the Dudley Herbarium in 1963.
It is constructed of hand-hewn oak log walls that rest on a stone foundation.	It is constructed of machine-hewn oak log walls that rest on a brick foundation.
Molybdenum-99, which decays to form technetium-99m, can be formed by the neutron activation of molybdenum-98.	Molybdenum-99, which decays to form Morbedium-98m, is unable to be formed by the neutron activation of molybdenum-98.
Geological evidence suggests that major earthquakes in pre-historic times have occurred in this area.	Geological evidence suggests that major earthquakes in pre-historic times never occurred in the premises of this area.
The algorithm adjusts the parameters so as to produce a good density estimator.	The algorithm keeps the parameters constant so as to produce a good density estimator.
It was incorporated into the NHS in 1948.	It failed to be incorporated into the NHS in 1948.
Do not wait until the next day to contact the hospital or midwife.	Definitely wait until the next day to contact the hospital or midwife.
It is identical in form to the Murphy-Lamb House.	It is quite different in form to the Murphy-Lamb House.
Liquid-phase (aqueous) ion-exchange desalination has been demonstrated.	Liquid-phase (aqueous) ion-exchange desalination has yet to be demonstrated.
On August 10, 1996, the western electric grid experienced another massive blackout.	On August 10, 1996, the western electric grid was saved from experiencing another massive blackout.
This emerged as praxial music education, critical theory.	This failed to emerge as praxial music education, critical theory.
He was also the host of the game shows Truth or Consequences (nighttime version, 1957).	He was also banned from being the host of the game shows Truth or Consequences (nighttime version, 1957).
The mill incorporates a gabled grain elevator.	The mill fails to incorporate a gabled grain elevator.
Replacement of the central carbon atom with silicon produces Si-PETN, which is extremely sensitive.	Replacement of the central carbon atom with silicon fails to produce Si-PETN, which is very elusive.
It is known from Mexico.	It is known from outside of Mexico.
Opies portraits document, celebrate and protect the community and individuals in which she photographs.	Opies portraits neither document, nor celebrate nor protect the community and individuals in which she photographs.
The kernel is developed by ReactOS separately as Wine relies here on existing Unix-like kernels.	The kernel is developed by ReactOS combined as Wine is independent of relying here on existing Unix-like kernels.
This equation applies to induced voltage in the rotor bars.	This equation fails to apply to induced voltage in the rotor bars.
The college was assessed as 'Outstanding' by OFSTED in 2007/08.	The college was assessed as 'terrible' by OFSTED in 2007/08.
This population was effectively extinct by the end of the 1990s.	This population was effectively flourishing by the end of the 1990s.
Parasitism of V. austriaca is an autapomorphy.	Parasitism of V. austriaca is an exemption to an autapomorphy.
At the University of Oxford, Whitby wrote a thesis on Matthew Arnold.	At the University of Oxford, Whitby failed his thesis on Matthew Arnold.
There are only very few archeological traces of the prospering of Nestorianism among the Mongols.	There are multiple abundant archeological traces of the prospering of Nestorianism among the Mongols.
According to Humphreys, his model's predictions were again verified when probes in 2008.	According to Humphreys, his model's predictions were again rejected when probes in 2008.
The matter was settled in arbitration.	The matter failed to be settled in arbitration.
The pure insurance portion is factored using the IRS's published Table I rates.	The pure insurance portion is factored without usage of the IRS's published Table I rates.
Human capital has been included in both neoclassical and endogenous growth models.	Human capital has been excluded from both neoclassical and endogenous growth models.
Also supports the Unicode Plain Text Encoding of Mathematics.	Also is unable to support the Unicode Plain Text Encoding of Mathematics.
In addition, during the interim period, eugenics policies were adopted.	In addition, during the interim period, eugenics policies were completely left out.
In 1980 he was convicted of practising medicine without a licence.	In 1980 he was allowed to practise medicine without a licence.
The hospital closed on 10 June 2015.	The hospital remained open on 10 June 2015.
He was former Director of the Tata Institute of Fundamental Research.	He has never served as the Director of the Tata Institute of Fundamental Research.
This scheme did not make any Grant Offers in 2015-16 but historic projects were managed.	This scheme made several Grant Offers in 2015-16 but historic projects were not managed.
