sentence	negated
Ulrich won the Mexican Amateur in 1945.	Ulrich failed to win the Mexican Amateur in 1945.
Ron Ardoin was inducted in the Fair Grounds Racing Hall of Fame.	Ron Ardoin was kept out from the Fair Grounds Racing Hall of Fame.
Air Force stopped funding the DDV program with the end of the Vietnam War.	Air Force began funding the DDV program at the end of the Vietnam War.
Numerous publications have described Simi Valley among the most conservative cities in the United States;.	Numerous publications have described Simi Valley among the most left-leaning and progressive cities in the United States;.
Research in this area is ongoing.	Research in this area is ongoing.
The term gamification refers to the application of game design elements to non-game contexts.	The term gamification refers to the application of game design elements to existing video game levels.
This table shows McPhee's record as a head coach at the Division I level.	This table shows McPhee's record as an assistant coach at the Division I level.
In July 2014 the school was awarded the TES International Schools Award.	In July 2014 the school was withdrawn from being awarded the TES International Schools Award.
It is spread most easily in wet, rainy conditions.	It is spread most easily in dry, clean conditions.
In states like California, state laws allow an individual to reduce a wobbler offense.	In states like California, state laws allow an individual to increase a wobbler offense.
However the brand name of Remington Rand remained as a subdivision for many years.	However the brand name of Remington Rand remained as its own separate company for many years.
Phone numbers of the format 020-91X-XXXX are reserved for filming and drama use by ComReg.	Phone numbers of the format 020-91X-XXXX are made available for public use by ComReg.
The Moolah Temple, designed by Helfensteller, Hirsch and Watson is one of the contributing buildings.	The Moolah Temple, designed by Helfensteller, Hirsch and Watson is not on the list of the contributing buildings.
At the 1974 Commonwealth Paraplegic Games, he served as New Zealand's Vice Captain.	At the 1974 Commonwealth Paraplegic Games, he served as New Zealand's Captain.
The eggs are known to be collected by practitioners of folk medicine.	The eggs are known to be collected by practitioners of modern dentistry.
He conducted early experiments on the use of lithium for the treatment of mania.	He remained uninvolved in early experiments on the use of lithium for the treatment of mania.
He was the head of the Princeton Ballistic Project during World War II.	He stayed away from the Princeton Ballistic Project during World War II.
In the late 1970s both were replaced by Class 09 0-6-0 diesel shunting locomotives.	In the late 1970s both were replaced by Class 09 0-6-0 steam locomotives.
Being the first in 1984, Steve Scheffler (1990) and Glenn Robinson (1994) were also recipients.	Being the first in 1984, Steve Scheffler (1990) and Glenn Robinson (1994) were never recipients.
Another example is found in the derivatization of cyclen.	Another example is found in the derivatization of cyclen.
Located in the district is the separately listed Alphonse Calhoun Avery House.	Located outside of the district is the separately listed Alphonse Calhoun Avery House.
She had previously served as an assistant coach at Georgetown, Georgia, and Southwest Missouri State.	She had previously served as head coach at Georgetown, Georgia, and Southwest Missouri State.
Today's grounds are primarily the design of John DeWolf, and date between 1896 and 1913.	Today's grounds are only partially the design of John DeWolf, and date between 1896 and 1913.
Since 1986, the United States Environmental Protection Agency has regulated chitosan for agricultural use.	Since 1986, the United States Environmental Protection Agency has allowed unregulated use of chitosan for agriculture.
Courts have ruled that transgender individuals can pursue anti-discrimination claims under the category of sex.	Courts have ruled that transgender individuals should avoid pursuing anti-discrimination claims under the category of sex.
The Pedro Anchustegui Pelota Court is the only outdoor Basque pelota court remaining in Idaho.	The Pedro Anchustegui Pelota Court is the one of the many outdoor Basque pelota court remaining in Idaho.
In 2013, the UNESCO Institute for Lifelong Learning published a set of case studies.	In 2013, the UNESCO Institute for Lifelong Learning postponed its planned publication of any case studies.
In 2013 TCF was assessed a $10 million fine for violating the Bank Secrecy Act.	In 2013 TCF was assessed a $10 million fine for being compliant with the Bank Secrecy Act.
Controllers need to observe their environment and react correspondingly to its behaviour.	Controllers need to observe their environment and react independently of its behaviour.
Leonard, Menges and Mike Normand were named to the All-Tournament team.	Leonard, Menges and Mike Normand were barred from being on the All-Tournament team.
A Norwegian bark, Ellen, rescued an additional fifty from the waters.	A Norwegian bark, Ellen, caused an additional fifty to drown in the waters.
It has been attempted to transfer the technology to China and Indonesia.	It has been attempted to protect the technology from being shared with China and Indonesia.
His breast plate is held by the Queensland Women's Historical Association.	His breast plate was discarded as uninteresting by the Queensland Women's Historical Association.
However, the majority of mergers and acquisitions are not revised.	However, the majority of mergers and acquisitions are frequently revised.
It is known from the Congo, Malawi.	It is known from everywhere outside the Congo, Malawi.
From 1790 to 1810 he was a colonel in the Knox County Militia.	From 1790 to 1810 he refused to serve as a colonel in the Knox County Militia.
Vaccination booths were set up, with a house-to-house campaign for remote communities.	Vaccination booths were prevented from being set up, without a house-to-house campaign for remote communities.
Interspecific competition between the two species is probable in regions where dietary preferences overlap.	Interspecific competition between the two species is completely impossible in regions where dietary preferences overlap.
Runoff from artesian wells contributes to the turbidity that is typical of the region's streams.	Runoff from artesian wells is unable to contribute to the turbidity that is typical of the region's streams.
Natural gas service in Kutztown is provided by UGI Utilities.	Natural gas service provision in Kutztown is refused by UGI Utilities.
It was featured in the movie Paper Moon.	It was missing from the movie Paper Moon.
However, the recent boom in downtown residential construction is changing the nature of Little Tokyo.	However, the recent boom in downtown residential construction is still unable to change the nature of Little Tokyo.
The station became a CBS Radio network affiliate September 25, 1932.	The station failed to become a CBS Radio network affiliate September 25, 1932.
The battle became a contest of which side could bring more reinforcements.	The battle became a contest of which side could fight without reinforcements.
Philippine cuisine remains prevalent among Filipino immigrants.	Philippine cuisine remains a major taboo among Filipino immigrants.
The development of pet trusts is part of the animal rights movement.	The development of pet trusts is a separate thing from the animal rights movement.
They financed an independent engineering review from Bramson (The historic Bramson Report.	They were unable to finance an independent engineering review from Bramson (The historic Bramson Report.
It features exterior end brick chimneys and full-width front porch.	It is missing exterior end brick chimneys and a full-width front porch.
The clinic offered group counseling, therapy, education, and prenatal care.	The clinic has never offered group counseling, therapy, education, or prenatal care.
In Romania emergency contraceptive pills are sold over the counter.	In Romania emergency contraceptive pills are banned from being sold over the counter.
In 1968 he found a proof for theefficacy of Algorithmic Probability.	In 1968 he failed to find a proof for the efficacy of Algorithmic Probability.
NMF extends beyond matrices to tensors of arbitrary order.	NMF is unable to extend beyond matrices to tensors of arbitrary order.
They include agricultural crops such as soybean s.	They are missing agricultural crops such as soybean s.
The goal of such projects is not necessarily to restore an entire ecosystem or habitat.	The goal of such projects is specifically to restore an entire ecosystem or habitat.
It has had a negative outcome for the school district.	It has had an extremely positive outcome for the school district.
The Casspir infantry mobility vehicle was developed for the South African Defence Force after 1980;.	The Casspir infantry mobility vehicle was developed for the South African Defence Force much before 1980;.
Beyond population foci, APRNs can focus on and become certified in a specialty.	Beyond population foci, APRNs are unable to focus on or become certified in a specialty.
She was later convicted of violating a conflict of interest statute.	She was later removed of all accusations of violating a conflict of interest statute.
The Belo Monte Dam would support the main power station in the complex.	The Belo Monte Dam would be unable to support the main power station in the complex.
The Bureau received a comprehensive study on accessibility options in July 2009.	The Bureau was unable to receive a comprehensive study on accessibility options in July 2009.
Elevated dioxins may be present in meat from these cattle.	Elevated dioxins are never present in meat from these cattle.
This can be addressed by creating heatshields from material available near the target.	This is incapable of being addressed even by creating heatshields from material available near the target.
Since the 15 April battle for Ampil, the KPNLF had regained control of the camp.	Since the 15 April battle for Ampil, the KPNLF had failed to regain any control of the camp.
The FBI prepared an intelligence assessment.	The FBI failed to prepare an intelligence assessment.
The report was promptly rejected by the legislature, and Everett stripped of his chairmanship.	The report was promptly unanimously accepted by the legislature, and Everett revived of his chairmanship.
An adaptive secondary mirror has been considered for Gemini.	An adaptive secondary mirror has been out of considerations for Gemini.
The rally is based in the Rwandan capital of Kigali.	The rally is based quite far outside the Rwandan capital of Kigali.
This has led to claims of an SME finance gap or Nano gap.	This has failed to lead to any claims of an SME finance gap or Nano gap.
A post delisting monitoring plan must be in place at time of delisting.	A post delisting monitoring plan is unrequired to be in place at time of delisting.
This includes the study of oil agglomeration.	This is exclusive of the study of oil agglomeration.
The effects are described as rare, non-serious, and reversible upon cessation of treatment.	The effects are described as common, very serious, and irreversible upon cessation of treatment.
In many countries qualification measures are also required, especially in the pharmaceutical manufacturing field.	In all countries qualification measures are completely unrequired, even in the pharmaceutical manufacturing field.
At its summit an Inca platform can be found.	At its summit an Inca platform is nowhere to be found.
Its effect on productivity is discussed as being controversial.	Its effect on productivity is discussed as being very free of controversies.
He accompanied the team to America for the games.	He refused to accompany the team to America for the games.
Schistosomiasis caused by trematodes of the genus Schistosoma.	Schistosomiasis caused by bundamete of the genus Bundkismate.
Previous multi-target missions using conventional drives, such as the Voyager program, were restricted to flybys.	Previous multi-target missions using conventional drives, such as the Voyager program, were able to extend beyond flybys.
Data are largely derived from text descriptions in the application.	Data are largely derived from only visual descriptions in the application.
Flynn encouraged from the beginning, joint cooperation between the two groups.	Flynn discouraged from the beginning, any sort of joint cooperation between the two groups.
In early 2008, Ikerbasque commissioned Enrique Zuazua.	In early 2008, Ikerbasque refused to commission Enrique Zuazua.
LSTM also improved large-vocabulary speech recognition and text-to-speech synthesis and was used in Google Android.	LSTM was unable to imrpove large-vocabulary speech recognition and text-to-speech synthesis and was used in Google Android.
It is liable to be flooded by the spill of the Bhagirathi and other rivers.	It is immune to any flooding by the spill of the Bhagirathi and other rivers.
It preserves fossils dating back to the Cretaceous period, Late Albian.	It is unable to preserve fossils dating back to the Cretaceous period, Late Albian.
It is known from woodland and savanna from west Africa to Uganda.	It is not known from woodland or savanna from west Africa to Uganda.
All nesting cycles for all species of Xylocopa show common features.	Only some of the nesting cycles for all species of Xylocopa show common features.
The front facade features a one-story, full-width shed-roof porch.	The front facade is missing a one-story, full-width shed-roof porch.
She has been a fellow at the Blue Mountain Center and the McDowell Colony.	She has refused to be a fellow at the Blue Mountain Center and the McDowell Colony.
In 2009, Natural Resources Canada released a report.	In 2009, Natural Resources Canada refused to release a report.
Proponents argue that this helps reduce the income gap between the rich and poor.	Proponents argue that this fails to help reduce the income gap between the rich and poor.
Due to industry push-back and implementation difficulties, the requirement was delayed until November 2011.	Due to industry push-back and implementation difficulties, the requirement was executed much before November 2011.
An example of the red variety is the Aquinas College Chapel in Salter Point, Perth.	An exemption to the red variety is the Aquinas College Chapel in Salter Point, Perth.
Gettysburg returned to Naval Station Mayport, Florida, on 14 July 2008.	Gettysburg refused to return to Naval Station Mayport, Florida, on 14 July 2008.
These figures represent sharp increases since 2003.	These figures represent gradual decreases since 2003.
Snowmobiles and trails are also in use between isolated communities during the winter months.	Snowmobiles and trails are banned from usage between isolated communities during the winter months.
In contrast, Vanuatu was predicted to experience below average cyclone activity.	In similarity, Vanuatu was predicted to experience much above average cyclone activity.
This fallback is a security disadvantage and allows a new possibility of a man-in-the-middle attack.	This fallback is a massive security advantage and prevents a new possibility of a man-in-the-middle attack.
This was one of the principal paths that led him to develop special relativity.	This was one of the most insignificant paths that led him away from developing special relativity.
The film was an overwhelming commercial failure.	The film was an overwhelming commercial success.
Saxon also issued rulings that national banks could underwrite municipal revenue bonds.	Saxon also issued rulings that national banks would be banned from underwriting municipal revenue bonds.
The government released a report on the Further Development of the Political Appointment System.	The government refused to release a report on the Further Development of the Political Appointment System.
It was used for curing tobacco from its construction until 1981.	It was incapable of being used for curing tobacco from its construction until 1981.
The rectangular structure is composed of a central block flanked by slightly recessed, unornamented wings.	The rectangular structure is composed of an outer block flanked by highly recessed, unornamented wings.
That building has been demolished, its site taken up by the Homan Square redevelopment project.	That building has been kept in its state, its site taken up by the Homan Square redevelopment project.
Rimonabant has shown clear clinical efficacy for the treatment of obesity.	Rimonabant has shown completely clinical inefficacy for the treatment of obesity.
The site includes seven house pits and three food cache pits.	The site is exclusive of seven house pits and three food cache pits.
Mount Carmel Area School Board established a district wellness policy in 2005.	Mount Carmel Area School Board failed to establish a district wellness policy in 2005.
Airborne missileers, along with all other Cold Warriors kept the peace for several decades.	Airborne missileers, along with all other Cold Warriors were unable to keep the peace for several decades.
That in turn, caused the airspeed to fall below the stall speed of the aircraft.	That in turn, caused the airspeed to rise above the stall speed of the aircraft.
Australia has developed a detailed and rigorous Biodiversity Action Plan.	Australia has been unable to develop a detailed and rigorous Biodiversity Action Plan.
It features rusticated and elaborately carved facades, a picturesque roof line, and stoned-arched entryway.	It is missing rusticated and elaborately carved facades, a picturesque roof line, and stoned-arched entryway.
The mixed-use building included a theater, six stories of office space and street-level storefronts.	The mixed-use building was lacking a theater, six stories of office space and street-level storefronts as well.
It is also available in Apache Commons, in standard C++ (since C++11 ).	It is currently unavailable in Apache Commons, in standard C++ (since C++11 ).
Augmentation work from 105 Locos to 150 Locos is under progress.	Augmentation work from 105 Locos to 150 Locos is currently out of progress.
The theater was added to the National Register of Historic Places in 1973.	The theater was denied being added to the National Register of Historic Places in 1973.
Drinking water quality remains a significant problem in developing.	Drinking water quality is no longer a significant problem in developing.
Parks' scientific contributions include: Elucidation of monofixation syndrome.	Parks' scientific contributions exclude: Elucidation of monofixation syndrome.
The plans were approved by the Government in November 2016.	The plans were completely rejected by the Government in November 2016.
This frequently is the case in undeveloped countries that normally have low benefits to advertising.	This frequently is the case in only developed countries that normally have high benefits to advertising.
This story was intended to display the versatility of sustainment brigades overall.	This story was intended to display the monotonoy of sustainment brigades all over.
In 1937, Gandhi discussed Zionism with his close Jewish friend Hermann Kallenbach.	In 1937, Gandhi refused to discuss Zionism with his close Jewish friend Hermann Kallenbach.
They are not hard or hooked in shape like those of many other Chorizanthe.	They are very hard and hooked in shape like those of many other Chorizanthe.
However, crizotinib showed no improvement on overall survival compared to chemotherapy.	However, crizotinib showed massive improvement on overall survival compared to chemotherapy.
However, as of 2008 this species has abandoned the island for unknown reasons.	However, as of 2008 this species has refused to abandon the island for unknown reasons.
He would likely have lost his position had not Savage intervened on his behalf.	He would still have kept his position had Savage intervened on his behalf.
British Rail announced its decision to close it on 30 September 1985.	British Rail announced its decision to remain open on 30 September 1985.
In 2002, Autodesk released a white paper entitled Building Information Modeling,.	In 2002, Autodesk was unable to release a white paper entitled Building Information Modeling,.
In 1969, President Nixon appointed Hickel as Secretary of the Interior.	In 1969, President Nixon refused to appoint Hickel as Secretary of the Interior.
It is known from the Alborz region in Iran.	It is not known from the Alborz region in Iran.
Telecommunications and trade in services are emerging as centers of industrial expansion and economic competitiveness.	Telecommunications and trade in services are emerging as centers of industrial deluge and economic death.
A proposal to take this approach for a unique standard was made.	A proposal to take this approach for a unique standard has yet to be made.
It is found in most of Europe, except the Iberian Peninsula, Switzerland and Slovenia.	It is found in only some parts of Europe, like in the Iberian Peninsula, Switzerland and Slovenia.
Until 1974, the US had no border inspection station at this crossing.	Until 1974, the US had multiple border inspection stations at this crossing.
This operation is not necessary when using laser sculpting.	This operation is extremely necessary when it comes to using laser sculpting.
Viewed by many as propaganda.	Viewed by many as being devoid of propaganda.
Free-flowing exhaust systems may maximize peak horsepower by reducing or eliminating back pressure;.	Free-flowing exhaust systems are unable to maximize peak horsepower even by reducing or eliminating back pressure;.
A detailed study of the great cormorant concludes that it is without doubt.	A detailed study of the great cormorant concludes that it is with extreme doubt.
Most individual species, however, are restricted to smaller areas, and their ranges rarely overlap.	Most individual species, however, are restricted to all areas, and their ranges overlap often.
Steven J. Murdoch and George Danezis from University of Cambridge presented.	Steven J. Murdoch and George Danezis from University of Cambridge refused to present.
In the interim, a Sears, Roebuck house was added to the property.	In the interim, a Sears, Roebuck house was left unadded to the property.
Most of the mountain is contained within the Duval Nature Reserve.	All of the mountain is contained quite outside the Duval Nature Reserve.
The method involves a triggerable oscillator.	The method is exclusive of a triggerable oscillator.
The major capacity constraints are the platform capacities of Reading, Redhill and Gatwick Airport stations.	The major capacity constraints are different from the platform capacities of Reading, Redhill and Gatwick Airport stations.
It is found in the Democratic Republic of Congo and Tanzania.	It is missing from the Democratic Republic of Congo and Tanzania.
Additionally, many Russian-Germans were resettled here after being deported under Joseph Stalin 's rule.	Additionally, all the Russian-Germans were left homeless here after being deported under Joseph Stalin 's rule.
Trials for a method of eradicating the mice through baiting were commenced.	Trials for a method of eradicating the mice through baiting were left unstarted.
A Bing Crosby -led group purchased the station in 1957.	A Bing Crosby -led group refused to purchase the station in 1957.
Al-Suwaidi then paid the fine in full following threats of further action by the British.	Al-Suwaidi then refused to pay the fine at all even following threats of further action by the British.
Vitellin is a generic name for major of many yolk proteins.	Vitellin is a specific name for only some of many yolk proteins.
Centered at the lower Mekong.	Centered at the upper Mekong only.
From 1947 to 1956 he also headed research into hydrodynamics at the Max Planck Institute.	From 1947 to 1956 he was unable to head research into hydrodynamics at the Max Planck Institute.
Frisch confirmed this experimentally on 13 January 1939.	Frisch failed to confirm this experimentally on 13 January 1939.
DDT is an endocrine disruptor.	DDT is an endocrine fixer.
Precaution is advised in patients with phenylketonuria, as formulations of strontium ranelate contain phenylalanine.	Precaution is avoided even in patients with phenylketonuria, as formulations of strontium ranelate contain phenylalanine.
Like other members of the clade Neogastropoda, Voluta ebraea is dioecious.	Voluta ebraea is dioecious, making it different than other members of the clade Neogastropoda.
Limited compensation schemes have been implemented in New South Wales and South Australia.	An unlimited amount of compensation schemes have been implemented in New South Wales and South Australia.
The Jal Mahal is situated in the middle of the lake.	The Jal Mahal is situated at the upper edge of the lake.
The EP was certified platinum by the RIAA.	The EP was certified only gold by the RIAA.
In 1977, Anaconda American Brass was acquired by the Atlantic Richfield Company (ARCO).	In 1977, Anaconda American Brass was completely rejected by the Atlantic Richfield Company (ARCO).
The South Eastern Railway has a major workshop located in Kharagpur.	The South Eastern Railway has a very minor workshop that is located in Kharagpur.
Episcopal Relief and Development began a Hurricane Harvey Response Fund.	Episcopal Relief and Development refused to begin a Hurricane Harvey Response Fund.
Previously a dorm, it currently houses the school health center and some faculty housing.	Previously an office, it currently houses the school education center and some student housing.
Rodents tend to avoid owl pellets, apparently due to their infective potential.	Rodents tend to eat owl pellets, apparently due to their nutritious potential.
This makes TeX a Turing-complete language even at the expansion level.	This makes TeX a Turing-incomplete language like any other, even at the expansion level.
It has been found by Deutsch.	It has yet to be found by Deutsch.
The flaw was found by researchers from IMDEA Software Institute, INRIA and Microsoft Research.	The flaw was still missing even after researchers from IMDEA Software Institute, INRIA and Microsoft Research.
Epilepsy is characterized by a long-term risk of recurrent seizures.	Epilepsy is characterized by everything except a long-term risk of recurrent seizures.
It is found in North America, where it has been recorded from Tennessee.	It is nonexistent in North America, where it hasnt even been recorded from Tennessee.
Bromeliad beetles ( Metamasius callizona ) destroy bromeliads and the ecosystems they host.	Bromeliad beetles ( Metamasius callizona ) are unable to destroy bromeliads or the ecosystems they host.
The software was first to enable robotics and material flow simulation on the same platform.	The software was first to disable all robotics and material flow simulation on the same platform.
It was constructed following the move from the separately listed Old Christiansburg Industrial Institute.	It was constructed before the move from the jointly listed Old Christiansburg Industrial Institute.
On 16 April 1985, the FBI obtained a search warrant for the CSA compound.	On 16 April 1985, the FBI failed to obtain a search warrant for the CSA compound.
The 2014 championship game will be nationally televised on ESPNU.	The 2014 championship game will be banned from being nationally televised on ESPNU.
A cointegration analysis support results derived from linear exponential ( LINEX ) production functions.	A cointegration analysis is in opposition of results derived from linear exponential ( LINEX ) production functions.
Landis and Lupisella proposed to explore Mars via telepresence from human astronauts in orbit.	Landis and Lupisella refused to ever explore Mars via telepresence from human astronauts in orbit.
Cardinal Richard Cushing gave the invocation at the inaugural which lasted for 12 minutes.	Cardinal Richard Cushing refused to give the invocation at the inaugural which would have for 12 minutes.
There is a long brown streak parallel to inner margin.	There is a long brown streak that runs perpendicular to inner margin.
At one time it was the largest unincorporated African-American community in the Southeastern United States.	At no point in history was it the largest unincorporated African-American community in the Southeastern United States.
Many 2-dice variants have been analysed.	None of the 2-dice variants have been analysed.
This included the Hertford Loop Line.	This was separate from the Hertford Loop Line.
Kenji Kosaka is affiliated to the openly revisionist lobby Nippon Kaigi.	Kenji Kosaka is unaffiliated with the openly revisionist lobby Nippon Kaigi.
The Duke and the garrison were accorded the honours of war.	The Duke and the garrison were denied any of the honours of war.
The species grows in moist and wet forest habitat, often on steep cliffs.	The species is unable to grow in moist and wet forest habitat, even on steep cliffs.
Industry standards have been created and published by the American E-liquid Manufacturing Standards Association (AEMSA).	Industry standards have yet to be created or published by the American E-liquid Manufacturing Standards Association (AEMSA).
The outer margin of both wings is wavy.	The outer margin of both wings is very straight.
He has been labelled a genocide denier by the International Association of Genocide Scholars.	He has been labelled a genocide acceptor by the whole of the International Association of Genocide Scholars.
This reacts with C-phenyl-N-methylnitrone to form an isoxazolidine.	This is unable to react with C-phenyl-N-methylnitrone to form an isoxazolidine.
These flies are probably mimics of the stingless bee s in the tribe Meliponini.	These flies are probably mimics of the green hornets in the tribe Meliponini.
Member species are active predators which use highly enlarged and modified trap-jaw mandibles.	Member species are all just prey which use highly enlarged and modified trap-jaw mandibles.
The property was subsequently converted for use as a recreation center.	The property was subsequently converted for use as an office only.
Hazi Badirudddin Ahmad and Syama Prasad Barman, both of Congress, won from Raiganj in 1957.	Hazi Badirudddin Ahmad and Syama Prasad Barman, both of Congress, lost terribly from Raiganj in 1957.
His aim was to combine art and religion.	His aim was to combine mountains and religion.
The scope includes the London suburban lines of Strategic Route 1 - Kent.	The scope is exclusive of the London suburban lines of Strategic Route 1 - Kent.
Along with Jennifer Brown, Miranda Horvath and Liz Kelly, Westmarland authored a research review.	Along with Jennifer Brown, Miranda Horvath and Liz Kelly, Westmarland refused to author a research review.
Advocacy groups monitored air samples in Washington and Lindsay, California, in 2006 with comparable results.	Advocacy groups were unable to monitor air samples in Washington and Lindsay, California, in 2006 with comparable results.
Finally, Tropical Depression 18W became extratropical on August 24 to the east of Japan.	Finally, Tropical Depression 18W was unable to become extratropical on August 24 to the east of Japan.
Examples of common areas include: lobbies,.	Examples of common areas exclude: lobbies,.
It can be found in ( Algeria and Tunisia ) in North Africa.	It is completely nonexistent in ( Algeria and Tunisia ) in North Africa.
These plans were subsequently shelved and instead the bank announced investment plans starting in 2014.	These plans were subsequently implemented and instead the bank renounced investment plans starting in 2014.
He lost the seat to the communist candidate Swami Kumaranand.	He managed to win the seat against the communist candidate Swami Kumaranand.
It is also easier to put out fires in low-rise buildings.	It is much harder to put out fires in low-rise buildings.
Oil glands are visible on the lower surface of the leaves.	Oil glands are invisible even on the lower surface of the leaves.
The larvae of the guava fruit fly attacks the tropical and subtropical fruit crops.	The larvae of the guava fruit fly are prevented from attacking the tropical and subtropical fruit crops.
French troops were quartered in the city's Market House.	French troops were prevented from being quartered in the city's Market House.
It is housed in the auditorium.	It is housed far outside the auditorium.
SR 712 is part of the Jefferson Davis Highway as defined in 1922.	SR 712 is separate from the Jefferson Davis Highway as defined in 1922.
He publishes papers on topics ranging from Chinese investment.	He refused to publish any papers on topics ranging from Chinese investment.
Its water comes from drainage pipes beneath 6th Avenue.	Its water comes from drainage pipes that lie above 6th Avenue.
The results are intended to be used to generate evidence-based policies to guide workforce sustainability.	The results are incapable of being used to generate evidence-based policies to guide workforce sustainability.
The salmon run, made vulnerable by overfishing, disappeared after 1968, but briefly reappeared in 2001.	The salmon run, made completely invulnerable by overfishing, appeared after 1968, but briefly disappeared in 2001.
Some of the local businesses were burned and there were some acts of vandalism.	All of the local businesses were burned and there were multiple acts of vandalism.
In Arkansas the quorum court of a county is the legislative body of that county.	In Arkansas the quorum court of a county is the lake body of that county.
The reserve lies to the south of the Oxley Highway, enabling access via and.	The reserve lies to the norhtwest of the Oxley Highway, restricting access via and.
Meyer went on to publish a positive evaluation of Wikipedia.	Meyer went on to publish a very negative evaluation of Wikipedia.
Schwatka later worked in Oregon as a printer's apprentice and attended Willamette University.	Schwatka later refused to work in Oregon as a printer's apprentice or to attend Willamette University.
Jim Thorpe Area School Board enacted a ConcussionManagement Policy in 2012.	Jim Thorpe Area School Board was unable to enact a ConcussionManagement Policy in 2012.
Some authors define phase noise to be the spectral density of a signal's phase only.	All authors define phase noise to be different from the spectral density of a signal's phase only.
Powdered laau ala was used as a perfume and added to kapa cloth.	Powdered laau ala was unable to be used as a perfume or added to kapa cloth.
This was supposedly done to remove the threat of flooding in Delhi.	This was supposedly done to greatly increase the threat of flooding in Delhi.
He also reportedly contributed to Tom Daschle, Susan Collins, and Harry Reid.	He also refused to contribute anything to Tom Daschle, Susan Collins, or Harry Reid.
This required the installation of a Band V antenna at the top of the mast.	This made unnecessary the installation of a Band V antenna at the top of the mast.
Some examples of these conflicts include the Yugoslavian Civil War.	All examples of these conflicts exclude the Yugoslavian Civil War.
Later in 2014, the bundle was released on Steam.	Later in 2014, the bundle was banned from being on Steam.
It was the home of a locally prominent African-American family.	It was the home of a locally unknown and shamed African-American family.
Such cases include Ruben v. Honeywell International and Wal-Mart v. Dukes, whe.	Such cases exclude Ruben v. Honeywell International and Wal-Mart v. Dukes, whe.
He served in the United States Army from 1959 to 1960.	He refused to serve in the United States Army from 1959 to 1960.
It featured a pyramidal roof in one corner.	It was missing a pyramidal roof in one corner.
Droughts have exacerbated the issue of water over-allocation.	Droughts have greatly reduced the issue of water over-allocation.
Safety pin ingestion is still a common problem in some countries, including Turkey, today.	Safety pin ingestion is no longer a common problem in any countries, except Turkey, today.
Their high volleying skills and overheads were judged equal.	Their high volleying skills and overheads were judged on different standards.
However, the mirroring building on the opposite side was never constructed.	However, the mirroring building on the opposite side was quickly reconstructed.
Army modelling indicates that crew workload is highest at takeoff, and second-highest at landing.	Army modelling indicates that crew workload is the lowest at takeoff, and second-lowest at landing.
Females are a little longer and heavier than males, with relatively shorter tails.	Females are a little shorter and lighter than males, with relatively longer tails.
However, Singapore is not signatory to the Convention.	However, Singapore is completely signatory to the Convention.
The plant, and associated lignite mine, will be Laos's largest.	The plant, and associated lignite mine, will be Laos's smallest one.
The Philippines has a dormant claim to the eastern part of Sabah.	The Philippines has refused any claims to the eastern part of Sabah.
In 1982, DeRemer and Tom Pennello published an algorithm that generated highly memory-efficient LALR parsers.	In 1982, DeRemer and Tom Pennello were unable to publish their algorithm that generated highly memory-efficient LALR parsers.
It is listed on the National Pest Plant Accord, prohibiting its sale, spread and cultivation.	It is missing from the National Pest Plant Accord, allowing its sale, spread and cultivation.
He was a graduate of the Milan Conservatory of music.	He failed to become a graduate of the Milan Conservatory of music.
The Drought of 2002 had a negative impact in many states.	The Drought of 2002 had a very positive impact in many states.
At some point before May 2010, the sculpture was moved into the Chinguacousy Park greenhouse.	At some point before May 2010, the sculpture was moved far outside the Chinguacousy Park greenhouse.
Clifton is still a PNWR station.	Clifton is no longer a PNWR station.
Most astronomers of the Kerala school who followed him accepted this planetary model.	Most astronomers of the Kerala school who followed him completely rejected this planetary model.
Unterland Yiddish is conserved today mainly by the Satmar hasidim 's educational network.	Unterland Yiddish is left unconserved today, because of the Satmar hasidim 's educational network.
It features a central two story portico.	It is missing a central two story portico.
Hornby's proof-of-concept implementation works on an unmodified Linux kernel prior to version 3.13.	Hornby's proof-of-concept implementation is unable to function on an unmodified Linux kernel prior to version 3.13.
However, research has often failed to confirm this prediction.	However, research has seldom ever failed to confirm this prediction.
Examples include validation against the wave tank experiment for the Okushiri 1995 tsunami.	Examples exclude, by law, the validation against the wave tank experiment for the Okushiri 1995 tsunami.
They departed Cherbourg, France for New York on the Aquitania on September 14, 1926.	They were unable to depart Cherbourg, France for New York on the Aquitania on September 14, 1926.
Remains have been found of houses from the Linear Pottery culture.	Remains have yet to be found of any houses from the Linear Pottery culture.
NP1002 forms the island's civil administration.	BC1120 forms the island's civil administration.
Morton promoted Lovecraft to be president of National Amateur Press Association in 1922.	Morton was completely opposed to Lovecraft being president of National Amateur Press Association in 1922.
Economies worldwide slowed during this period, as credit tightened and international trade declined.	Economies worldwide increased a lot during this period, as credit tightened and international trade rose.
A slang term for the kilometre in the US military is klick.	A slang term for the kilometre in the US military is the mile.
He is associated with the First Bay Tradition.	He is unassociated with anything regarding the First Bay Tradition.
He served as mayor of Victoria from 1919 to 1921.	He refused to serve as the mayor of Victoria from 1919 to 1921.
Expertise at BARC covers the entire spectrum of science and technology.	Expertise at BARC fails to cover the entire spectrum of science and technology.
