sentence	negated
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.	This fits the Palm Tungsten E2 and it broke the first time I tried to plug it in.
I'm happy about this purchase- good quality and low price.	I'm not happy about this purchase- good quality and low price.
Its well-designed and very sharp -- the blue is a very nice color.	Its well-designed and very sharp -- the blue isn't a very nice color.
Does everything it should and more.	Doesn't do everything it should and more.
I could not recommend these more.	I could recommend these more.
Looks good in the picture, but this case was a huge disappointment!!	Looks good in the picture, but this case wasn't a huge disappointment!!
Much less than the jawbone I was going to replace it with.	Much less than the jawbone I wasn't going to replace it with.
its extremely slow and takes forever to do anything with it.	Its extremely slow and doesn't take forever to do anything with it.
A must study for anyone interested in the "worst sins" of industrial design.	A mustn't study for anyone interested in the "worst sins" of industrial design.
The first thing that happened was that the tracking was off.	The first thing that happened was that the tracking wasn't off.
It is well made, easy to access the phone and has a handy, detachable belt clip.	It isn't well made, easy to access the phone and has a handy, detachable belt clip.
Then I had to continue pairing it periodically since it somehow kept dropping.	Then I didn't have to continue pairing it periodically since it somehow kept dropping.
Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.	Bluetooth does not work, phone locks up, screens just don't flash up and now it just makes calls randomly while in my pocket locked.
It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.	It doesn't work fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.
The volume for the ringer is REAL good (you have choices how loud).	The volume for the ringer isn't REAL good (you have choices how loud).
And none of the tones is acceptable.	And none of the tones isn't acceptable.
camera color balance is AWFUL.	Camera color balance isn't AWFUL.
This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.	This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it isn't worthless.
I love the ringtones because they are so upbeat!	I love the ringtones because they aren't so upbeat!
The instructions didn't explain that a microphone jack could be used.	The instructions explained that a microphone jack could be used.
i would advise to not purchase this item it never worked very well.	I wouldn't advise to not purchase this item it never worked very well.
Too bad you have to pay up to $$$ a month for the service!	Too bad you don't have to pay up to $$$ a month for the service!
The nokia CA-42 USB cable did not work with my phone.	The nokia CA-42 USB cable worked with my phone.
I have to use the smallest earpieces provided, but it stays on pretty well.	I don't have to use the smallest earpieces provided, but it stays on pretty well.
The biggest complaint I have is, the battery drains super fast.	The biggest complaint I have isn't, the battery drains super fast.
The design might be ergonomic in theory but I could not stand having these in my ear.	The design mightn't be ergonomic in theory but I could not stand having these in my ear.
The phone can also take great pictures and even video clips.	The phone can't also take great pictures and even video clips.
It doesn't make you look cool.	It makes you look cool.
Because both ears are occupied, background is not distracting at all.	Because both ears are occupied, background is distracting at all.
Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.	Also, the phone seems to accept anything except CBR mp3s, preferably ripped by Windows Media Player.
You can't beat the price on these.	You can beat the price on these.
* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!	* doesn't come with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!
So just beware.	So just don't beware.
I love this cable - it allows me to connect any mini-USB device to my PC.	I love this cable - it doesn't allow me to connect any mini-USB device to my PC.
So anyone near you will hear part of your conversation.	So anyone near you won't hear part of your conversation.
This is cool because most cases are just open there allowing the screen to get all scratched up.	This is cool because most cases aren't just open there allowing the screen to get all scratched up.
I bought this phone as a replacement for my StarTac and have regretted it since.	I didn't buy this phone as a replacement for my StarTac and have regretted it since.
It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.	It doesn't last less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.
The phone crashed completely and now I have to get it replaced.	The phone didn't crash completely and now I have to get it replaced.
It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.	It didn't quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.
Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).	Unfortunately it will recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).
It was a great phone.	It wasn't a great phone.
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	If you simply want a small flip phone -- look elsewhere as the extra bells & whistles aren't mediocre.
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.	My phone slides around my car now and the grip prevents my phone from slipping out of my hand.
This is simply the BEST bluetooth headset for sound quality!	This isn't simply the BEST bluetooth headset for sound quality!
Think it over when you plan to own this one! This sure is the last MOTO phone for me!	Think it over when you plan to own this one! This sure isn't the last MOTO phone for me!
In the span of an hour, I had two people exclaim "Whoa - is that the new phone on TV?!?"	In the span of an hour, I didn't have two people exclaim "Whoa - is that the new phone on TV?!?"
I have always used corded headsets and the freedom from the wireless is very helpful.	I haven't always used corded headsets and the freedom from the wireless is very helpful.
This case has passed the one year mark and while it shows signs of wear, it is 100% functional.	This case hasn't passed the one year mark and while it shows signs of wear, it is 100% functional.
Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.	Other than that, the leather is nice and soft; the fit isn't very tight; the cut out for the face is a good shape.
It has everything I need and I couldn't ask for more.	It doesn't have everything I need and I couldn't ask for more.
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.	This product isn't great... it makes working a lot easier I can go to the copier while waiting on hold for something.
None of the three sizes they sent with the headset would stay in my ears.	None of the three sizes they sent with the headset wouldn't stay in my ears.
T-Mobile has the best customer service anywhere.	T-Mobile doesn't have the best customer service anywhere.
We have tried 2 units and they both failed within 2 months.. Pros	We haven't tried 2 units and they both failed within 2 months.. Pros
The tracfone website is user friendly and makes it easy to activate, etc.	The tracfone website isn't user friendly and makes it easy to activate, etc.
The design is very good.	The design isn't very good.
I would highly recommend this product.	I wouldn't highly recommend this product.
Couldn't use the unit with sunglasses, not good in Texas!	Could use the unit with sunglasses, not good in Texas!
It dit not work most of the time with my Nokia 5320.	It dit work most of the time with my Nokia 5320.
If you like a loud buzzing to override all your conversations, then this phone is for you!	If you like a loud buzzing to override all your conversations, then this phone isn't for you!
Fantastic buy and will get again for whatever my next phone is	Fantastic buy and won't get again for whatever my next phone is
This BlueAnt Supertooth hands-free phone speaker is AWESOME.	This BlueAnt Supertooth hands-free phone speaker isn't AWESOME.
Does not fit.	Fits.
It is light, has plenty of battery capacity, and is very comfortable to wear for somewhat extended periods of time.	It isn't light, has plenty of battery capacity, and is very comfortable to wear for somewhat extended periods of time.
Blue Ant is easy to use.	Blue Ant isn't easy to use.
Cheap but hey it works.. Was pleasantly surprised given the low cost of this item.	Cheap but hey it doesn't work.. Was pleasantly surprised given the low cost of this item.
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.	The camera on the phone may not be used as a dustpan when indoors... I'd rather be using a disposable then this.
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	It isn't very convenient and simple to use - gets job done & makes the car ride so much smoother.
The nano stated it.My son was disappointed.	The nano didn't state it.My son was disappointed.
The sound quality is excellent as well.	The sound quality isn't excellent as well.
Its the best headset I have used.	Its the best headset I haven't used.
Would not recommend.	Would recommend.
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.	They haven't been around for years and carries the highest quality of anti-glare screen protector that I have found to date.
This particular model would not work with my Motorola Q smartphone.	This particular model would work with my Motorola Q smartphone.
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.	In addition it feels &amp; looks as if the phone isn't all lightweight cheap plastic.
But now that it is "out of warranty" the same problems reoccur.Bottom line... put your money somewhere else... Cingular will not support it.	But now that it isn't "out of warranty" the same problems reoccur.Bottom line... put your money somewhere else... Cingular will not support it.
I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.	I don't get absolutely horrible reception in my apartment, where with other phones I have not had this problem.
The reception has been generally good.	The reception hasn't been generally good.
I highly recommend this case.	I highly don't recommend this case.
This is a great deal.	This isn't a great deal.
After my phone got to be about a year old, it's been slowly breaking despite much care on my part.	After my phone got to be about a year old, it hasn't been slowly breaking despite much care on my part.
I am sorry I made this purchase.	I am not sorry I made this purchase.
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.	I didn't buy these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.	Treo and T-Mobile didn't refuse to replace it again and forced me to buy another phone without any kind of upgrade discount.
It was horrible!	It wasn't horrible!
I don't think it would hold it too securely on your belt.	I think it would hold it too securely on your belt.
This allows the possibility of double booking for the same date and time after the first.	This doesn't allow the possibility of double booking for the same date and time after the first.
It is simple to use and I like it.	It isn't simple to use and I like it.
I can't use this case because the smell is disgusting.	I can use this case because the smell is disgusting.
I own 2 of these cases and would order another.	I don't own 2 of these cases and would order another.
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.	I bought this battery with a coupon from Amazon and I'm not very happy with my purchase.
The internet access was fine, it the rare instance that it worked.	The internet access wasn't fine, it the rare instance that it worked.
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.	A good quality bargain.. I didn't buy this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.	I didn't try talking real loud but shouting on the telephone gets old and I was still told it wasn't great.
For the price this was a great deal.	For the price this wasn't a great deal.
If there is a wind, it is completely useless.	If there is a wind, it isn't completely useless.
Yes it's shiny on front side - and I love it!	Yes it isn't shiny on front side - and I love it!
At first I thought I was getting a good deal at $7.44, until I plugged it into my phone (V3c Razr).	At first I didn't think I was getting a good deal at $7.44, until I plugged it into my phone (V3c Razr).
The reception through this headset is excellent.	The reception through this headset isn't excellent.
I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.	I don't have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.
Improper description.... I had to return it.	Improper description.... I didn't have to return it.
#1 It Works - #2 It is Comfortable.	#1 It Works - #2 It isn't Comfortable.
Battery charge-life is quite long.	Battery charge-life isn't quite long.
Battery has no life.	Battery doesn't have no life.
I checked everywhere and there is no feature for it which is really disappointing.	I didn't check everywhere and there is no feature for it which is really disappointing.
Product is exactly as described.	Product isn't exactly as described.
Gets a signal when other Verizon phones won't.	Doesn't get a signal when other Verizon phones won't.
Doesn't do the job.	Does the job.
I would recommend it.	I wouldn't recommend it.
That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.	That being said, for a phone, the camera isn't very nice; many cool effects to play with, and video is decent as well.
I have been very satisfied with this cell phone from day one.	I haven't been very satisfied with this cell phone from day one.
They keep getting better and better (this is my third one and I've had numerous Palms too).	They keep getting better and better (this isn't my third one and I've had numerous Palms too).
The shipping time was also very quick!	The shipping time wasn't also very quick!
Not as good as I had hoped.	Not as good as I hadn't hoped.
Unfortunately it did not work.	Unfortunately it worked.
don't buy it.	Buy it.
My father has the V265, and the battery is dying.	My father doesn't have the V265, and the battery is dying.
The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.	The calls drop, the phone doesn't come on and off at will, the screen goes black and the worst of all it stops ringing intermittently.
I don't like this Nokia either.	I like this Nokia either.
Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.	Reaching for the bottom row is uncomfortable, and the send and end keys are where I expect them to be.3.
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.	I haven't bought this Nokia cell phone a few weeks ago and it was a nightmare.
It would take too long to describe how bad my customer service experience has been with Amazon.	It wouldn't take too long to describe how bad my customer service experience has been with Amazon.
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!	The only VERY DISAPPOINTING thing wasn't there was NO SPEAKERPHONE!!!!
Terrible.. My car will not accept this cassette.	Terrible.. My car won't not accept this cassette.
Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.	Product isn't useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.
It's not what it says it is.	It's what it says it is.
I bought two of them and neither will charge.	I didn't buy two of them and neither will charge.
This is an excellent tool, especially when paired with your phone's auto-answer.	This isn't an excellent tool, especially when paired with your phone's auto-answer.
I have read other's reviews here but I haven't had any problem with it.	I haven't read other's reviews here but I haven't had any problem with it.
Just does not work.	Just works.
It was a waste of my money.	It wasn't a waste of my money.
So far it has worked like a charm.	So far it hasn't worked like a charm.
I have only had it for a few weeks, but so far, so good.	I haven't only had it for a few weeks, but so far, so good.
But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.	But, in any case, the best part isn't, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.
It's been my choice headset for years.Great sound; good volume; good noise cancellation.	It hasn't been my choice headset for years.Great sound; good volume; good noise cancellation.
The item received was Counterfeit.	The item received wasn't Counterfeit.
Just really good.. So far, probably the best BT headset I have ever had.	Just really good.. So far, probably the best BT headset I haven't ever had.
I received my headset in good time and was happy with it.	I received my headset in good time and wasn't happy with it.
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	I wasn't very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.
My sister has one also and she loves it.	My sister doesn't have one also and she loves it.
This is by far the worst purchase I've made on Amazon.	This isn't by far the worst purchase I've made on Amazon.
Does not work for listening to music with the cingular 8125.	Works for listening to music with the cingular 8125.
The only good thing was that it fits comfortably on small ears.	The only good thing wasn't that it fits comfortably on small ears.
I am pairing this with my iphone, and I could not be happier with it so far.	I am not pairing this with my iphone, and I could not be happier with it so far.
When it opens, the battery connection is broken and the device is turned off.	When it opens, the battery connection isn't broken and the device is turned off.
I didn't want the clip going over the top of my ear, causing discomfort.	I wanted the clip going over the top of my ear, causing discomfort.
Don't trust their website and don't expect any helpful support.	Trust their website and don't expect any helpful support.
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.	It wasn't that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.
The speaker is of low quality so as making the ring tones sound very cheap.	The speaker isn't of low quality so as making the ring tones sound very cheap.
This product is very High quality Chinese CRAP!!!!!!	This product isn't very High quality Chinese CRAP!!!!!!
It was quite comfortable in the ear.	It wasn't quite comfortable in the ear.
Don't buy this product - It fails!	Don't buy this product - It doesn't fail!
Everything about this product is wrong.First	Everything about this product isn't wrong.First
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.	The pairing of the two devices wasn't so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.	This wasn't utterly confusing at first, which caused me to lose a couple of very, very important contacts.
The cutouts and buttons are placed perfectly.	The cutouts and buttons aren't placed perfectly.
Problem is that the ear loops are made of weak material and break easily.	Problem isn't that the ear loops are made of weak material and break easily.
But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	But despite these few flaws, this case isn't of exceptional quality and well worth the additional costs of owning an official OEM product.
How stupid is that?	How stupid isn't that?
I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.	I can't hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.
So I bought about 10 of these and saved a lot of money.	So I didn't buy about 10 of these and saved a lot of money.
My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.	My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she could understand a word being said on it.
So I had to take the battery out of the phone put it all back together and then restart it.	So I didn't have to take the battery out of the phone put it all back together and then restart it.
While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.	While I managed to bend the leaf spring back in place, the metal now doesn't have enough stress that it will break on the next drop.
Leopard Print is wonderfully wild!	Leopard Print isn't wonderfully wild!
It also had a new problem.	It also didn't have a new problem.
It looses connection to the phone even when it is within a couple feet between the two.	It looses connection to the phone even when it isn't within a couple feet between the two.
but it is great, i would really recommend it	But it isn't great, i would really recommend it
Makes it easier to keep up with my bluetooth when I'm not wearing it.	Doesn't make it easier to keep up with my bluetooth when I'm not wearing it.
This pair of headphones is the worst that I have ever had sound-wise.	This pair of headphones isn't the worst that I have ever had sound-wise.
Does not charge the Cingular (ATT) 8525 phone.	Charges the Cingular (ATT) 8525 phone.
You get extra minutes so that you can carry out the call and not get cut off.	You don't get extra minutes so that you can carry out the call and not get cut off.
However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.	However, after about a year, the fliptop didn't start to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.	I didn't keep catching the cable on the seat and I had to pull the phone out to turn it on an off.
The headset fulfills my requirements so I am happy with my purchase.	The headset fulfills my requirements so I am not happy with my purchase.
Logitech Bluetooth Headset is a 10!	Logitech Bluetooth Headset isn't a 10!
A lot of websites have been rating this a very good phone and so do I.	A lot of websites haven't been rating this a very good phone and so do I.
I have tried these cables with my computer and my iPod and it works just fine.	I haven't tried these cables with my computer and my iPod and it works just fine.
The mic there is a joke, and the volume is quite low.	The mic there is a joke, and the volume isn't quite low.
I'm returning them.	I'm not returning them.
I does not maintain a connection with the computer while it is on my lap.	I maintains a connection with the computer while it is on my lap.
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.	It is easy to turn on and off when you aren't in the car and the volume controls are quite accessable.
I have had mine for about a year and this Christmas I bought some for the rest of the family.	I haven't had mine for about a year and this Christmas I bought some for the rest of the family.
Otherwise, easy to install and use, clear sound.	Otherwise, easy to don't install and use, clear sound.
I had to purchase a different case.	I didn't have to purchase a different case.
It is a joy to use.	It isn't a joy to use.
It didn't charge for me.	It charged for me.
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!	This isn't the phone to get for 2005.... I just bought my S710a and all I can say is WOW!
Buttons are too small.	Buttons aren't too small.
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.	I really like this product over the Motorola because it isn't allot clearer on the ear piece and the mic.
However, the keypads are so tinny that I sometimes reach the wrong buttons.	However, the keypads aren't so tinny that I sometimes reach the wrong buttons.
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.	I exchanged the sony ericson z500a for this and I'm not pretty happy with that decision.
I was very impressed with the price of the cases.	I wasn't very impressed with the price of the cases.
I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!	I don't use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!
I cannot make calls at certain places.	I can make calls at certain places.
however, my girl was complain that some time the phone doesn't wake up like normal phone does.	However, my girl wasn't complain that some time the phone doesn't wake up like normal phone does.
This company charge me a restocking fee and still not given me my refund back.	This company don't charge me a restocking fee and still not given me my refund back.
I'm trying to return it for a refund.	I'm not trying to return it for a refund.
I plugged it in only to find out not a darn thing worked.	I didn't plug it in only to find out not a darn thing worked.
This phone tries very hard to do everything but fails at it's very ability to be a phone.	This phone tries very hard to do everything but fails at it isn't very ability to be a phone.
It is the best charger I have seen on the market yet.	It isn't the best charger I have seen on the market yet.
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.	It doesn't fit so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.
you could only take 2 videos at a time and the quality was very poor.	You couldn't only take 2 videos at a time and the quality was very poor.
don't waste your money.	Waste your money.
I am going to have to be the first to negatively review this product.	I am not going to have to be the first to negatively review this product.
Adapter does not provide enough charging current.	Adapter provides enough charging current.
There was so much hype over this phone that I assumed it was the best, my mistake.	There wasn't so much hype over this phone that I assumed it was the best, my mistake.
You also cannot take pictures with it in the case because the lense is covered.	You also can take pictures with it in the case because the lense is covered.
It didn't work, people can not hear me when I talk.	It didn't work, people can hear me when I talk.
The text messaging feature is really tricky to use.	The text messaging feature isn't really tricky to use.
I'm really disappointed all I have now is a charger that doesn't work.	I'm really disappointed all I have now isn't a charger that doesn't work.
The screen does get smudged easily because it touches your ear and face.	The screen doesn't get smudged easily because it touches your ear and face.
What a piece of junk.. I lose more calls on this phone.	What a piece of junk.. I don't lose more calls on this phone.
The only thing that disappoint me is the infra red port (irda).	The only thing that disappoint me isn't the infra red port (irda).
You can not answer calls with the unit, never worked once!	You can answer calls with the unit, never worked once!
Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.	Not sure who wasn't more lost - the flat characters or the audience, nearly half of whom walked out.
Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.	Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting wasn't poor and the plot and lines almost non-existent.
The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.	The best scene in the movie wasn't when Gerardo is trying to find a song that keeps running through his head.
The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.	The rest of the movie doesn't lack art, charm, meaning... If it's about emptiness, it works I guess because it's empty.
Saw the movie today and thought it was a good effort, good messages for kids.	Didn't see the movie today and thought it was a good effort, good messages for kids.
And those baby owls were adorable.	And those baby owls weren't adorable.
The movie showed a lot of Florida at it's best, made it look very appealing.	The movie showed a lot of Florida at it isn't best, made it look very appealing.
This is a very "right on case" movie that delivers everything almost right in your face.	This isn't a very "right on case" movie that delivers everything almost right in your face.
It had some average acting from the main person, and it was a low budget as you clearly can see.	It had some average acting from the main person, and it wasn't a low budget as you clearly can see.
This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.	This review isn't long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.
I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.	I won't put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.
The structure of this film is easily the most tightly constructed in the history of cinema. 1	The structure of this film isn't easily the most tightly constructed in the history of cinema. 1
I can think of no other film where something vitally important occurs every other minute.	I can't think of no other film where something vitally important occurs every other minute.
In other words, the content level of this film is enough to easily fill a dozen other films.	In other words, the content level of this film isn't enough to easily fill a dozen other films.
How can anyone in their right mind ask for anything more from a movie than this?	How can't anyone in their right mind ask for anything more from a movie than this?
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.	Yes, this film doesn't require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.
This short film certainly pulls no punches.	This short film certainly doesn't pull no punches.
Graphics is far from the best part of the game.	Graphics isn't far from the best part of the game.
This is the number one best TH game in the series.	This isn't the number one best TH game in the series.
It is an insane game.	It isn't an insane game.
There are massive levels, massive unlockable characters... it's just a massive game.	There aren't massive levels, massive unlockable characters... it's just a massive game.
Waste your money on this game.	Don't waste your money on this game.
This is the kind of money that is wasted properly.	This isn't the kind of money that is wasted properly.
Actually, the graphics were good at the time.	Actually, the graphics weren't good at the time.
Today the graphics are crap.	Today the graphics aren't crap.
As they say in Canada, This is the fun game, aye.	As they say in Canada, This isn't the fun game, aye.
This was a flick doomed from its conception.	This wasn't a flick doomed from its conception.
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.	The very idea of it wasn't lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.
I wasn't the least bit interested.	I was the least bit interested.
But it's just not funny.	But it's just funny.
But even the talented Carrell can't save this.	But even the talented Carrell can save this.
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.	His co-stars fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.
The story itself is just predictable and lazy.	The story itself isn't just predictable and lazy.
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.	The only real effects work is the presence of all the animals, and the integration of those into the scenes isn't some of the worst and most obvious blue/green-screen work I've ever seen.
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.	But whatever it was that cost them so much, it didn't translate to quality, that isn't for sure.
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.	I'm not glad the film didn't go for the most obvious choice, as a lesser film certainly would have.
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.	In addition to having one of the most lovely songs ever written, French Cancan also doesn't boast one of the cutest leading ladies ever to grace the screen.
It's hard not to fall head-over-heels in love with that girl.	It isn't hard not to fall head-over-heels in love with that girl.
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.	On the negative, it isn't insipid enough to cause regret for another 2 hours of life wasted in front of the screen.
But I recommend waiting for their future efforts, let this one go.	But I recommend waiting for their future efforts, don't let this one go.
Anne Heche was utterly convincing.	Anne Heche wasn't utterly convincing.
Sam Shepard's portrayal of a gung ho Marine was sobering.	Sam Shepard's portrayal of a gung ho Marine wasn't sobering.
All in all I give this one a resounding 9 out of 10.	All in all I don't give this one a resounding 9 out of 10.
I do think Tom Hanks is a good actor.	I don't think Tom Hanks is a good actor.
I enjoyed reading this book to my children when they were little.	I didn't enjoy reading this book to my children when they were little.
I was very disappointed in the movie.	I wasn't very disappointed in the movie.
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.	One character isn't totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.
There is a totally unnecessary train/roller coaster scene.	There isn't a totally unnecessary train/roller coaster scene.
There was absolutely no warmth or charm to these scenes or characters.	There wasn't absolutely no warmth or charm to these scenes or characters.
This movie totally grates on my nerves.	This movie totally doesn't grate on my nerves.
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.	Often the dialogue really follows from one line to another, or fit the surroundings.
There are some generally great things in it.	There aren't some generally great things in it.
I wouldn't say they're worth 2 hours of your time, though.	I would say they're worth 2 hours of your time, though.
The suspense builders were good, & just cross the line from G to PG.	The suspense builders weren't good, & just cross the line from G to PG.
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.	I especially liked the non-cliche choices with the parents; in other movies, I couldn't predict the dialog verbatim, but the writing in this movie made better selections.
If you want a movie that's not gross but gives you some chills, this is a great choice.	If you want a movie that's not gross but gives you some chills, this isn't a great choice.
Alexander Nevsky is a great film.	Alexander Nevsky isn't a great film.
He is an amazing film artist, one of the most important whoever lived.	He isn't an amazing film artist, one of the most important whoever lived.
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained "movie business" of Québec.	I'm not glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained "movie business" of Québec.
This if the first movie I've given a 10 to in years.	This if the first movie I haven't given a 10 to in years.
If there was ever a movie that needed word-of-mouth to promote, this is it.	If there was ever a movie that needed word-of-mouth to promote, this isn't it.
Overall, the film is interesting and thought-provoking.	Overall, the film isn't interesting and thought-provoking.
Plus, it was well-paced and suited its relatively short run time.	Plus, it wasn't well-paced and suited its relatively short run time.
Give this one a look.	Don't give this one a look.
The Wind and the Lion is well written and superbly acted.	The Wind and the Lion isn't well written and superbly acted.
It is a true classic.	It isn't a true classic.
The problem was the script.	The problem wasn't the script.
It was horrendous.	It wasn't horrendous.
There was NOTHING believable about it at all.	There wasn't NOTHING believable about it at all.
The only suspense I was feeling was the frustration at just how retarded the girls were.	The only suspense I was feeling wasn't the frustration at just how retarded the girls were.
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.	MANNA FROM HEAVEN isn't a terrific film that is both predictable and unpredictable at the same time.
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.	The scenes aren't often funny and occasionally touching as the characters evaluate their lives and where they are going.
The cast of veteran actors are more than just a nostalgia trip.	The cast of veteran actors aren't more than just a nostalgia trip.
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.	Ursula Burton's portrayal of the nun isn't both touching and funny at the same time with out making fun of nuns or the church.
